player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jerry Kaminski,177155,QB,N DAKOTA,1,3.06,2.25,,6.3,5,249,100.0,3,3,3.7,1.97,0,0,0.0,100.0,3,0,0.0,3,60.0,0,1,,,,,62.7,57.1,66.6,57.1,,,,0,0,3,,88.9,0.0,0,0,0,0,0,0,0.0,16,5.3,0.0,1,1,13.0,4.7,0,0,0.0,0.0,0,1,,2,40.0,0,0,,,,,61.8,40.9,65.5,47.3,,57.0,,0,0,2,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Rickie Collins,172474,QB,LSU,1,2.32,1.6,,3.4,5,211,100.0,3,3,0.0,1.6,0,0,0.0,100.0,3,0,0.0,3,60.0,0,2,,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,95.8,0.0,0,0,0,0,0,0,0.0,21,7.0,,0,0,,3.4,0,0,,,0,1,,2,40.0,0,1,,,,,61.8,63.3,65.5,,,61.8,,0,0,2,0.0,0.0,0.0,0,2,0,0,0,0,0.0,0,
Justyn Martin,162461,QB,UCLA,1,3.42,2.88,,5.6,5,324,50.0,2,2,6.0,2.1,0,0,0.0,50.0,1,0,0.0,2,40.0,0,0,,,,,61.8,63.1,65.5,62.9,,,,0,0,2,,58.3,0.0,0,0,0,0,0,0,0.0,7,3.5,0.0,2,2,21.0,4.3,0,0,0.0,0.0,0,2,,3,60.0,0,0,,,,,62.7,50.2,66.6,55.0,,57.3,,0,0,3,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Damon Stewart,156626,QB,SE LA,1,5.0,2.3,,7.7,4,294,100.0,1,1,-3.0,1.0,0,0,0.0,100.0,1,0,0.0,1,25.0,0,0,,,,,60.3,60.8,63.6,60.6,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,0.0,1,1,25.0,6.33,0,0,0.0,0.0,0,2,,3,75.0,0,1,,,,,62.7,52.3,66.6,50.4,,60.2,,0,0,3,0.0,39.6,0.0,0,2,0,0,0,0,0.0,0,0.0
Devin Brown,156479,QB,OHIO STATE,1,2.1,2.1,,,4,260,50.0,4,4,8.5,2.1,0,0,0.0,50.0,2,1,0.0,4,100.0,0,2,,,,,63.3,66.0,67.4,65.8,,,,0,0,4,0.0,115.6,0.0,0,0,0,0,1,0,0.0,31,7.8,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Tim Carpenter,190715,QB,TULSA,1,2.18,2.18,,,4,320,100.0,3,3,4.3,2.07,0,0,0.0,66.7,2,0,33.3,3,75.0,1,1,,,,,62.7,72.2,66.6,71.8,,,,0,0,3,,109.7,0.0,0,0,0,0,1,0,0.0,8,2.7,0.0,1,1,27.0,2.5,0,0,0.0,0.0,0,0,,1,25.0,0,0,,,,,60.3,50.5,63.6,50.8,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Brock Glenn,170335,QB,FLORIDA ST,1,2.98,2.98,,,4,167,100.0,1,1,14.0,2.3,0,0,0.0,0.0,0,0,100.0,1,25.0,1,0,,,,,61.8,56.8,65.5,56.8,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,3,43.0,3.2,0,0,0.0,0.0,0,2,,3,75.0,0,0,,,,,62.7,45.8,66.6,46.0,,,,2,0,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
General Booty,71008,QB,LA MONROE,1,2.18,2.18,,,4,209,50.0,2,2,14.0,1.7,0,0,0.0,50.0,1,0,0.0,2,50.0,0,0,,,,,62.7,55.0,66.6,55.0,,,,0,0,3,,60.4,0.0,0,0,0,0,0,0,0.0,8,4.0,0.0,2,2,20.0,2.65,0,0,0.0,0.0,0,1,,2,50.0,0,0,,,,,61.8,35.6,65.5,36.2,,,,0,1,2,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Caleb Fisher,161927,WR,MCKENDREE,1,1.95,1.23,4.1,,4,384,100.0,3,3,1.7,1.23,0,0,0.0,100.0,3,0,0.0,3,75.0,0,2,,,,,62.7,80.4,66.6,79.8,,,,0,0,3,,98.6,0.0,0,0,0,0,0,0,0.0,23,7.7,,0,0,,4.1,0,0,,,0,1,,1,25.0,0,0,,,,,60.3,59.7,63.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Jared Taylor,170695,QB,E WASHGTON,1,2.3,2.3,,,3,161,0.0,2,2,10.5,2.0,0,0,0.0,0.0,0,0,,2,66.7,0,0,,,,,61.8,24.4,65.5,24.8,,,,0,0,2,,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0,100.0,1,1,15.0,2.9,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1,,,,,60.3,75.0,63.6,74.3,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0
Zach Tanner,159923,QB,ROB MORRIS,1,3.4,1.7,4.9,3.6,3,277,,0,1,,1.7,1,0,0.0,0.0,0,0,,1,33.3,0,0,,,,,60.3,59.7,63.6,60.0,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,4.25,0,0,,,0,1,,2,66.7,0,0,,,,,61.8,42.5,65.5,60.0,,57.3,,0,0,2,100.0,0.0,50.0,1,1,0,0,0,0,0.0,0,
Joshua Wood,163421,QB,FRESNO ST,1,2.1,2.1,,,3,169,50.0,2,2,1.5,1.65,0,0,0.0,50.0,1,0,0.0,2,66.7,0,0,,,,,61.8,47.1,65.5,47.3,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,44.0,3.0,0,0,0.0,0.0,0,0,,1,33.3,0,0,,,,,60.3,36.1,63.6,37.0,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Javion Martin,189270,QB,NC CENT,1,2.57,2.75,2.2,,3,247,,0,0,,2.2,0,0,,,0,1,,1,33.3,0,0,,,,,60.3,59.7,63.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,100.0,1,2,20.0,2.75,0,0,0.0,50.0,1,2,0.0,2,66.7,0,1,,,,,61.8,75.8,65.5,75.3,,,,0,0,2,0.0,87.5,0.0,0,0,0,1,0,0,0.0,21,10.5
Cooper Legas,101286,QB,TULSA,1,2.37,2.37,,,3,320,100.0,2,2,11.5,1.85,0,1,50.0,100.0,2,0,0.0,2,66.7,0,2,,,,,61.8,89.6,65.5,88.6,,,,0,0,2,,158.3,0.0,0,0,0,0,1,0,0.0,45,22.5,0.0,1,1,16.0,3.4,0,0,0.0,0.0,0,1,,1,33.3,0,0,,,,,61.8,43.9,65.5,44.3,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Demond Williams Jr.,183648,QB,WASHINGTON,1,4.2,2.2,,6.2,2,340,100.0,1,1,5.0,2.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,,0,0,,6.2,0,0,,,0,1,,1,50.0,0,0,,,,,60.3,53.9,63.6,,,57.3,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Tyler Knoop,108982,QB,STNY BROOK,1,2.15,2.15,,,2,303,100.0,1,1,-2.0,1.8,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,,60.3,60.7,63.6,60.6,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,100.0,1,1,9.0,2.5,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,,60.3,72.4,63.6,71.9,,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
Lan Larison,142157,HB,UC DAVIS,1,3.15,3.15,,,2,322,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,13.0,3.15,0,0,0.0,100.0,2,1,0.0,2,100.0,0,1,,,,,61.8,59.3,65.9,59.2,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,26,13.0
Eddie Lee Marburger,145511,QB,UTSA,1,2.2,2.2,,,2,331,100.0,1,2,-2.0,2.2,0,0,0.0,50.0,1,2,0.0,2,100.0,0,1,,,,,61.8,58.9,65.5,58.9,,,,1,0,2,0.0,95.8,0.0,0,0,0,0,0,0,0.0,35,17.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Tucker McDonald,171056,QB,UCONN,1,1.9,1.9,,,2,146,50.0,2,2,8.0,1.9,0,0,0.0,50.0,1,0,0.0,2,100.0,0,1,,,,,61.8,59.0,65.5,59.0,,,,0,0,2,,68.8,0.0,0,0,0,0,0,0,0.0,12,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Chris Irvin,146491,QB,W ILLINOIS,1,2.25,2.25,,,2,345,100.0,1,1,-2.0,2.0,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,,60.3,60.8,63.6,60.6,,,,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,100.0,1,1,17.0,2.5,0,1,100.0,100.0,1,1,0.0,1,50.0,0,1,,,,,60.3,85.2,63.6,84.1,,,,0,0,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,20,20.0
Aidan Leffler,163088,QB,BALL ST,1,1.45,1.45,,,2,117,100.0,1,2,5.0,1.45,1,0,0.0,50.0,1,1,0.0,2,100.0,0,0,,,,,61.8,58.9,65.5,58.9,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,5,2.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Goose Crowder,144781,QB,TROY,1,2.8,2.8,,,2,318,,0,1,,2.2,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,,60.3,59.7,63.6,60.0,,,,1,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,14.0,3.4,0,0,0.0,100.0,1,1,0.0,1,50.0,0,1,,,,,9.2,37.6,65.5,38.2,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,1,50.0,14,14.0
David Chapeau,157451,P,C MICHIGAN,1,2.1,2.1,,,1,134,100.0,1,1,17.0,2.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,70.7,70.3,75.4,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Carson Haggard,158414,QB,ABILENE CH,1,2.2,2.2,,,1,100,0.0,1,1,33.0,2.2,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,49.7,63.6,50.1,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Bert Emanuel Jr.,158581,QB,C MICHIGAN,1,2.9,2.9,,,1,134,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,13.0,2.9,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,26.3,63.6,26.8,,,,0,0,1,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Amari Jones,156543,QB,FIU,1,2.1,2.1,,,1,166,100.0,1,1,8.0,2.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,61.0,63.6,60.9,,,,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Tyler Hughes,159218,QB,WM & MARY,1,3.9,,,3.9,1,348,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.9,0,0,,,0,0,,1,100.0,0,1,,,,,60.3,81.3,63.6,,,69.3,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Romon Copeland,153292,WR,AUSTINPEAY,1,5.3,,,5.3,1,116,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.3,0,0,,,0,0,,1,100.0,0,1,,,,,60.3,73.3,63.4,,,64.3,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
NyGhee Lolley,151718,WR,DELWARE ST,1,4.0,,,4.0,1,152,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.0,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,51.7,64.1,,,57.3,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Kylin James,150195,HB,UNLV,1,5.6,,5.6,,1,325,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.6,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,60.0,62.7,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Tanner Maddocks,160443,QB,VILLANOVA,1,11.8,11.8,,,1,334,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,11.8,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,54.2,63.6,60.0,,,,1,0,1,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Zach Osborne,160474,QB,COLGATE,1,2.0,2.0,,,1,142,0.0,1,1,4.0,2.0,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,53.8,63.6,54.0,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Ja'Shawn Scroggins,160545,QB,HOWARD,1,3.3,,3.3,,1,184,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.3,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,59.7,63.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Blake Ellingson,149550,QB,DRAKE,1,4.9,,4.9,,1,153,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.9,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,59.7,63.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Ty Holtz,161837,QB,BROWN,1,3.9,3.9,,,1,123,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,7.0,3.9,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,52.4,63.4,53.7,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Nate Lussier,148637,LB,BROWN,1,4.3,4.3,,,1,123,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,3.0,4.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,45.4,63.6,45.9,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Cole Payton,148154,QB,N DAK ST,1,2.3,2.3,,,1,250,100.0,1,1,12.0,2.3,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,,60.3,75.0,63.6,74.3,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,21,21.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Dewayne Coleman,163179,QB,ARMY,1,3.0,3.0,,,1,114,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,23.0,3.0,0,1,100.0,100.0,1,1,0.0,1,100.0,0,1,,,,,60.3,90.1,63.6,89.2,,,,0,0,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,18,18.0
Parker Kingston,163251,WR,BYU,1,2.4,2.4,,,1,128,0.0,1,1,19.0,2.4,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,44.0,63.9,46.8,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Frankie Savino,147992,QB,MONMOUTH,1,0.5,0.5,,,1,231,100.0,1,1,-5.0,0.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-6,-6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Maleek Huggins,147957,WR,BETH COOK,1,3.5,3.5,,,1,119,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,18.0,3.5,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,44.0,64.1,46.8,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Sam Slade,163930,HB,HOLY CROSS,1,2.5,2.5,,,1,181,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,22.0,2.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,72.6,63.8,76.6,,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,27,27.0
Jared Richardson,164680,WR,PENN,1,3.1,3.1,,,1,267,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,24.0,3.1,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,,,60.3,79.7,63.4,76.2,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Junior Bergen,147642,WR,MONTANA,1,4.0,4.0,,,1,232,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,16.0,4.0,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,44.0,63.4,46.8,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Eddie Kasper,164785,WR,ILL STATE,1,5.1,5.1,,,1,188,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,5.1,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,56.5,63.9,60.0,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Chase Roberts,147528,WR,BYU,1,2.7,2.7,,,1,128,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,29.0,2.7,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,58.6,64.8,58.9,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Hunter Herring,147138,QB,LA MONROE,1,2.0,2.0,,,1,209,100.0,1,1,16.0,2.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,,60.3,76.1,63.6,75.4,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,19,19.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Carson Cruver,169906,QB,FAU,1,1.4,1.4,,,1,165,100.0,1,1,5.0,1.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,72.3,63.6,71.8,,,,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Ty Thompson,146568,QB,TULANE,1,2.6,2.6,,,1,319,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-1.0,2.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,60.8,63.6,60.6,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Christopher Vizzina,170032,QB,CLEMSON,1,0.0,,,,1,140,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Cameron Friel,146195,QB,UNLV,1,4.3,4.3,,,1,325,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,12.0,4.3,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,,60.3,75.9,64.1,73.1,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0
Kiael Kelly,145634,QB,BALL ST,1,3.3,3.3,,,1,117,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,3.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,59.7,63.6,60.0,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Richie Watts,171217,QB,CAL POLY,1,2.7,2.7,,,1,129,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,4.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,60.8,63.6,60.6,,,,0,0,1,,127.1,0.0,0,0,0,0,1,0,0.0,5,5.0
Jaylen Bonelli,171689,WR,WAGNER,1,4.2,4.2,,,1,338,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,27.0,4.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,48.9,64.1,50.8,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Malachi Thomas,144107,HB,VA TECH,1,3.8,3.8,,,1,337,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,3.8,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,60.0,62.7,60.0,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jayden Mandal,173516,QB,FRESNO ST,1,2.5,2.5,,,1,169,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,15.0,2.5,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,26.5,63.6,26.9,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Daniel Lipovski,173612,QB,DELAWARE,1,2.3,2.3,,,1,151,0.0,1,1,35.0,2.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,36.2,63.6,37.1,,,,0,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Jacob Ulrich,173806,P,KENNESAW,1,2.7,2.7,,,1,200,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,16.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,70.7,70.3,75.4,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,32,32.0
Efton Chism III,141521,WR,E WASHGTON,1,5.2,5.2,,,1,161,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,16.0,5.2,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,44.0,63.4,46.8,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Karmello English,176212,WR,W GEORGIA,1,3.1,3.1,,,1,1177,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,15.0,3.1,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,,,60.3,75.3,64.1,72.6,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
