player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Darius Holly,181544,QB,STANKN,1,2.54,2.05,1.45,5.7,5,1455,50.0,2,2,10.5,1.75,0,0,0.0,50.0,1,4,0.0,4,80.0,0,0,,,,63.3,50.1,67.4,50.1,,,,,0,0,4,50.0,56.3,50.0,2,0,0,0,0,0,0.0,3,1.5,,0,0,,5.7,0,0,0.0,,0,1,,1,20.0,0,0,,,,61.8,72.0,65.5,60.6,,,64.3,,0,0,2,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Luke Durkin,149464,QB,DAVIDSON,1,1.23,1.23,,,4,149,100.0,3,3,-3.0,0.7,0,0,0.0,100.0,3,0,0.0,3,75.0,0,1,,,,62.7,64.1,66.6,63.9,,,,,0,0,3,,83.3,0.0,0,0,0,0,0,0,0.0,12,4.0,0.0,1,1,28.0,2.8,0,0,0.0,0.0,0,0,,1,25.0,0,0,,,,61.8,54.6,65.5,54.7,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Logan Brabham,149647,QB,MARIST,1,3.03,2.67,,4.1,4,213,0.0,2,2,7.0,1.85,0,0,0.0,0.0,0,0,,2,50.0,0,0,,,,61.8,48.5,65.5,48.8,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,1,,4.2,1,0,0.0,0.0,0,2,,2,50.0,0,0,,,,61.8,52.2,65.5,60.0,,,57.8,,0,0,2,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Zin'tayvious Smith,182276,QB,ROB MORRIS,1,2.0,2.0,,,4,277,50.0,4,4,10.3,2.0,0,0,0.0,50.0,2,0,0.0,4,100.0,0,1,,,,63.3,61.1,67.4,60.9,,,,,0,1,4,,95.8,0.0,0,0,0,0,1,1,25.0,65,16.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Tommy Rittenhouse,148028,QB,ILL STATE,1,2.2,2.2,,,4,188,100.0,3,3,-1.7,1.8,0,0,0.0,100.0,3,0,0.0,3,75.0,0,2,,,,62.7,63.5,66.6,63.3,,,,,0,0,3,,131.3,0.0,0,0,0,0,1,0,0.0,18,6.0,100.0,1,1,-1.0,3.4,0,0,0.0,100.0,1,0,0.0,1,25.0,0,0,,,,60.3,60.6,63.6,60.4,,,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
Logan Fife,128176,QB,FRESNO ST,1,3.05,1.5,,4.6,4,169,100.0,2,2,5.0,1.5,0,0,0.0,50.0,1,0,50.0,2,50.0,1,1,,,,61.8,73.5,65.5,73.0,,,,,0,0,2,,70.8,0.0,0,0,0,0,0,0,0.0,13,6.5,,0,0,,4.6,0,0,0.0,,0,0,,2,50.0,0,1,,,,62.7,53.0,66.6,48.5,,,61.7,,0,0,3,,0.0,0.0,0,2,0,0,0,0,0.0,0,
Quincy Patterson II,77626,QB,TEMPLE,1,3.4,2.73,5.4,,4,306,0.0,1,1,-3.0,1.0,0,0,0.0,0.0,0,0,,1,25.0,0,0,,,,60.3,56.9,63.6,57.7,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,17.0,4.2,0,0,0.0,50.0,1,3,0.0,3,75.0,0,1,,,,62.7,64.9,66.6,64.7,,,,,0,0,3,33.3,95.8,33.3,1,0,0,0,0,0,0.0,28,14.0
Skyler Cassel,172999,QB,UTAHTC,1,2.5,2.33,3.0,,4,1285,50.0,2,2,1.0,1.8,0,0,0.0,50.0,1,0,0.0,2,50.0,0,0,,,,61.8,54.4,65.5,54.5,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,0.0,1,1,31.0,3.2,0,0,0.0,0.0,0,1,,2,50.0,0,0,,,,61.8,47.3,65.5,47.6,,,,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Dino Maldonado,78516,QB,MS VLY ST,1,2.27,2.27,,,3,228,100.0,1,1,3.0,1.7,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,60.3,60.6,63.6,60.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,0.0,2,2,7.0,2.55,0,0,0.0,0.0,0,0,,2,66.7,0,0,,,,61.8,27.3,65.5,27.6,,,,,0,1,2,,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Aveon Smith,130529,QB,MIAMI OH,1,2.67,2.3,,3.4,3,221,0.0,1,1,5.0,1.8,0,0,0.0,0.0,0,0,,1,33.3,0,0,,,,60.3,53.8,63.6,54.0,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,42.0,3.1,0,0,0.0,0.0,0,0,,2,66.7,0,1,,,,61.8,79.3,65.5,58.0,,,69.0,,0,0,2,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Zac Larrier,104193,QB,AIR FORCE,1,2.17,1.7,,3.1,3,101,100.0,2,2,11.5,1.7,0,1,50.0,100.0,2,1,0.0,2,66.7,0,2,,,,61.8,88.9,65.5,88.0,,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,28,14.0,,0,0,,3.1,0,0,,,0,0,,1,33.3,0,0,,,,61.8,52.2,65.5,60.0,,,57.8,,0,0,2,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Jack Salopek,130662,QB,W MICHIGAN,1,3.33,3.33,,,3,347,100.0,1,1,2.0,2.1,0,0,0.0,100.0,1,1,0.0,1,33.3,0,0,,,,60.3,61.1,63.6,61.0,,,,,0,0,1,0.0,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,100.0,1,2,19.0,3.95,0,1,50.0,0.0,0,1,100.0,2,66.7,1,0,,,,61.8,85.3,65.5,84.5,,,,,0,0,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Ty Thompson,146568,QB,OREGON,1,3.73,2.6,,6.0,3,264,100.0,1,1,-2.0,2.4,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1,,,,60.3,60.8,63.6,60.6,,,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,100.0,1,1,-4.0,4.4,0,0,0.0,100.0,1,1,0.0,2,66.7,0,0,,,,61.8,54.4,65.5,61.0,,,57.0,,0,0,2,0.0,79.2,0.0,0,1,0,0,0,0,0.0,-2,-2.0
Ui Ale,173036,QB,HOUSTON,1,3.2,2.7,,4.2,3,182,100.0,1,1,7.0,1.5,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1,,,,60.3,78.1,63.6,77.2,,,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,58,58.0,0.0,1,1,28.0,4.05,0,0,0.0,0.0,0,1,,2,66.7,0,1,,,,61.8,48.9,65.9,37.5,,,64.2,,0,0,2,0.0,39.6,0.0,0,1,0,0,0,1,50.0,0,0.0
Parker Navarro,123758,QB,OHIO,1,2.7,2.7,,,3,259,100.0,1,1,-5.0,1.3,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,60.3,60.8,63.6,60.6,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,100.0,2,2,6.5,3.4,0,0,0.0,50.0,1,0,50.0,2,66.7,1,0,,,,61.8,74.1,65.5,73.6,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0
Nico Iamaleava,174728,QB,TENNESSEE,1,3.23,3.25,3.2,,3,307,100.0,1,1,5.0,1.6,0,0,0.0,0.0,0,0,100.0,1,33.3,1,0,,,,60.3,60.6,63.6,60.4,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,7.0,4.05,0,0,0.0,0.0,0,2,,2,66.7,0,0,,,,61.8,50.9,65.5,51.1,,,,,0,0,2,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Gunner Stockton,157072,QB,GEORGIA,1,2.33,2.33,,,3,173,100.0,2,2,5.0,1.75,0,0,0.0,100.0,2,0,0.0,2,66.7,0,1,,,,61.8,73.5,65.5,73.0,,,,,0,0,2,,106.3,0.0,0,0,0,0,0,0,0.0,19,9.5,0.0,1,1,16.0,3.5,0,0,0.0,0.0,0,1,,1,33.3,0,0,,,,60.3,26.3,63.6,26.8,,,,,0,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
JC French IV,162521,QB,GA SOUTHRN,1,2.1,1.65,,3.0,3,174,100.0,2,2,5.0,1.65,0,0,0.0,100.0,2,0,0.0,2,66.7,0,1,,,,61.8,61.9,65.5,61.7,,,,,0,0,2,,106.3,0.0,0,0,0,0,0,0,0.0,19,9.5,,0,0,,3.0,0,0,0.0,,0,0,,1,33.3,0,1,,,,61.8,79.6,65.5,58.1,,,69.3,,0,0,2,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Sam Leavitt,175465,QB,MICH STATE,1,3.6,2.1,,6.6,3,223,100.0,1,1,4.0,1.5,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,60.3,61.1,63.6,61.0,,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,100.0,1,1,4.0,4.65,0,0,0.0,100.0,1,0,0.0,2,66.7,0,1,,,,61.8,69.8,65.5,60.6,,,63.7,,0,0,2,,87.5,0.0,0,1,0,0,0,0,0.0,5,5.0
Cam Skattebo,147787,HB,ARIZONA ST,1,2.33,2.33,,,3,110,50.0,2,2,4.5,2.05,0,0,0.0,50.0,1,0,0.0,2,66.7,0,1,,,,61.8,51.0,65.9,50.0,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,17,8.5,100.0,1,1,19.0,2.9,0,0,0.0,100.0,1,1,0.0,1,33.3,0,1,,,,60.3,76.1,63.6,75.4,,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,25,25.0
Logan Gonzalez,159065,QB,PORTLAND,1,2.17,2.17,,,3,269,100.0,2,2,2.0,1.9,0,0,0.0,100.0,2,1,0.0,2,66.7,0,1,,,,61.8,63.1,65.5,62.9,,,,,0,0,2,0.0,106.3,0.0,0,0,0,0,0,0,0.0,19,9.5,100.0,1,1,-2.0,2.7,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,60.3,61.1,63.6,61.0,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Beau Pribula,164182,QB,PENN STATE,1,1.67,1.67,,,3,266,100.0,3,3,-1.3,1.67,0,0,0.0,33.3,1,0,66.7,3,100.0,2,1,,,,62.7,64.1,66.6,63.9,,,,,0,0,3,,52.1,0.0,0,0,0,0,0,0,0.0,16,5.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Deacon Hill,145170,QB,IOWA,1,2.23,1.95,2.8,,3,192,50.0,2,2,4.0,1.95,0,0,0.0,50.0,1,2,0.0,2,66.7,0,1,,,,61.8,66.0,65.5,65.7,,,,,0,0,2,0.0,72.9,0.0,0,0,0,0,0,0,0.0,14,7.0,,0,0,,2.8,0,0,,,0,1,,1,33.3,0,0,,,,,60.0,63.6,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Ryan Upp,150733,WR,MOREHEAD,1,4.15,3.2,5.1,,2,234,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-3.0,4.15,0,0,0.0,100.0,1,1,0.0,2,100.0,0,1,,,,9.2,40.6,65.3,44.3,,,,,0,0,2,100.0,95.8,50.0,1,0,0,0,0,1,50.0,7,7.0
Preston Weeks,77658,QB,STF AUSTIN,1,2.25,2.25,,,2,301,100.0,1,1,13.0,1.9,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,60.3,73.2,63.6,72.6,,,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,14,14.0,100.0,1,1,10.0,2.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,60.3,75.0,63.6,74.3,,,,,0,0,1,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0
Carson Jones,159807,QB,FURMAN,1,1.25,1.25,,,2,170,100.0,2,2,1.0,1.25,0,0,0.0,50.0,1,0,50.0,2,100.0,1,0,,,,61.8,81.1,65.5,80.4,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,-3,-1.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
T.J. Smith,156533,QB,N ALABAMA,1,3.8,2.6,5.0,,2,389,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,11.0,3.8,0,0,0.0,100.0,1,2,0.0,2,100.0,0,1,,,,61.8,64.1,65.5,63.8,,,,,0,0,2,50.0,108.3,50.0,1,0,0,0,0,0,0.0,10,10.0
Raheim Jeter,169901,QB,E CAROLINA,1,2.1,2.1,,,2,156,50.0,2,2,3.5,2.1,0,0,0.0,50.0,1,0,0.0,2,100.0,0,0,,,,61.8,63.1,65.5,62.9,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Chase Belcher,164410,HB,N ARIZONA,1,2.6,2.6,,,2,252,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,2,27.0,2.6,0,1,50.0,50.0,1,1,0.0,2,100.0,0,1,,,,61.8,86.2,65.8,85.3,,,,,1,0,2,0.0,135.4,0.0,0,0,0,0,1,0,0.0,52,26.0
Andre Washington,165436,QB,SCAR STATE,1,2.15,2.15,,,2,290,50.0,2,2,16.0,2.15,0,0,0.0,50.0,1,0,0.0,2,100.0,0,1,,,,61.8,50.6,65.5,50.8,,,,,0,1,2,,37.5,0.0,0,0,0,0,0,1,50.0,16,8.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Dylan O'Banks,181553,QB,STANKN,1,2.05,,2.05,,2,1455,,0,0,,1.6,0,0,,,0,1,,1,50.0,0,0,,,,23.7,54.9,63.6,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,1,100.0,0,,,0,0,,2.5,0,0,,,0,1,,1,50.0,0,0,,,,60.3,59.7,63.6,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Zy McDonald,147137,QB,JACKSON ST,1,3.0,1.6,,4.4,2,194,100.0,1,1,-6.0,1.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,60.3,60.8,63.6,60.6,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0,,0,0,,4.4,0,0,,,0,1,,1,50.0,0,0,,,,60.3,55.1,63.6,,,,57.8,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Austin Myers,164221,QB,CENT ARK,1,2.8,2.8,,,2,132,100.0,1,1,-4.0,1.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,60.3,60.6,63.6,60.4,,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,,0,1,,4.0,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,60.3,59.0,63.6,59.4,,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jimmy Inman,182731,QB,LINCOK,1,1.6,1.6,,,2,1452,50.0,2,2,0.5,1.6,0,0,0.0,50.0,1,1,0.0,2,100.0,0,0,,,,61.8,65.2,65.5,65.0,,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Duce Taylor,150493,QB,MORGAN ST,1,2.25,2.25,,,2,235,100.0,1,1,1.0,1.8,0,0,0.0,100.0,1,1,0.0,1,50.0,0,0,,,,60.3,60.8,63.6,60.6,,,,,0,0,1,0.0,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,100.0,1,1,1.0,2.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,60.3,61.1,63.6,61.0,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Isaiah Bess,142826,QB,CHARLES SO,1,3.05,3.2,2.9,,2,135,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,38.0,3.05,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,61.8,47.2,65.5,47.5,,,,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Bert Emanuel Jr.,158581,QB,C MICHIGAN,1,3.25,1.9,,4.6,2,134,100.0,1,1,6.0,1.9,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,60.3,61.7,63.6,61.6,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,,0,0,,4.6,0,0,,,0,0,,1,50.0,0,0,,,,60.3,53.9,63.6,,,,57.3,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Adam Watts,178262,WR,IDAHO ST,1,2.15,4.3,,,2,186,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,14.0,4.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,60.3,75.3,64.1,72.6,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,31,31.0
Stephen Kotsanlee,128385,P,UTAH ST,1,1.35,2.7,,,2,329,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-7.0,2.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,23.7,50.9,70.3,49.2,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,1,100.0,1,1.0
Spencer Sanders,77660,QB,OLE MISS,1,0.6,0.6,,,1,226,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.8,63.6,60.6,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Reggie Branch II,150071,HB,TXAMCO,1,4.5,,4.5,,1,1139,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.5,0,0,,,0,1,,1,100.0,0,0,,,,60.3,60.0,62.7,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Griffin Williams,180614,QB,NAUSTA,1,0.7,0.7,,,1,1453,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.6,63.6,60.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Will Pauling,144234,WR,WISCONSIN,1,5.5,5.5,,,1,349,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,11.0,5.5,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,61.8,83.7,65.8,85.0,,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,19,19.0
Luke Gombert,121888,QB,INCAR WORD,1,2.0,2.0,,,1,189,100.0,1,1,22.0,2.0,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,,60.3,76.9,63.6,76.2,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Chubba Purdy,122412,QB,NEBRASKA,1,2.8,2.8,,,1,238,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,,,60.3,53.9,63.6,54.1,,,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,0.0,1,1,38.0,2.8,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,59.4,63.6,59.3,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Braden Smith,61460,WR,CINCINNATI,1,3.2,3.2,,,1,138,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,29.0,3.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,60.3,48.4,64.1,50.4,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Zachary Clement,105561,QB,SE LA,1,3.3,3.3,,,1,294,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,4.0,3.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,60.3,71.3,63.6,69.2,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Noah Smith,104112,WR,SM HOUSTON,1,3.1,3.1,,,1,281,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,25.0,3.1,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,60.3,58.1,63.4,58.4,,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,26,26.0
Hunter Rice,149970,HB,VA MILT IN,1,1.5,1.5,,,1,336,100.0,1,1,8.0,1.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,75.0,63.6,74.4,,,,,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Jack Coulson,102593,WR,KENT STATE,1,5.2,,,5.2,1,201,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.2,0,0,,,0,0,,1,100.0,0,1,,,,60.3,73.3,64.1,,,,64.3,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Treyvion Houston,102357,WR,SCAR STATE,1,2.9,2.9,,,1,290,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,2.0,2.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,50.4,64.8,56.8,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Maalik Murphy,157302,QB,TEXAS,1,2.2,2.2,,,1,311,0.0,1,1,5.0,2.2,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,45.4,63.6,45.9,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Luke McCaffrey,101634,WR,RICE,1,5.4,,,5.4,1,275,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.4,0,0,,,0,0,,1,100.0,0,0,,,,60.3,51.7,64.1,,,,57.3,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Justin Ibieta,123220,QB,TULANE,1,1.9,1.9,,,1,319,100.0,1,1,-2.0,1.9,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,,60.3,61.1,63.6,61.0,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
LJ Phillips Jr.,149465,QB,DAVIDSON,1,1.9,1.9,,,1,149,100.0,1,1,17.0,1.9,0,1,100.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,85.2,63.6,84.1,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,28,28.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Devin Farrell,157658,QB,RHODE ISLD,1,1.6,1.6,,,1,274,100.0,1,1,2.0,1.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.8,63.6,60.6,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
RJ Harvey,99622,HB,UCF,1,2.8,2.8,,,1,323,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,1.0,2.8,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,56.9,63.6,57.7,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
