player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Hank Brown,172439,QB,AUBURN,1,2.49,2.32,,4.7,14,115,66.7,9,9,7.8,1.84,0,1,11.1,66.7,6,2,0.0,9,64.3,0,4,,,,65.1,29.6,69.8,29.8,,,,0,3,9,0.0,47.2,0.0,0,0,0,0,0,3,33.3,63,7.0,66.7,3,4,8.7,3.66,0,0,0.0,25.0,1,3,50.0,5,35.7,1,0,,,,63.8,57.8,68.1,62.4,,,57.3,0,0,5,0.0,39.6,0.0,0,1,0,1,0,0,0.0,9,2.3
Blake Baker,170448,QB,LA TECH,1,2.35,2.23,1.9,3.4,14,208,57.1,7,7,4.9,1.8,0,0,0.0,42.9,3,5,25.0,9,64.3,1,2,,,,65.1,50.3,69.8,50.2,,,,0,1,9,40.0,20.8,22.2,2,0,0,0,0,0,0.0,38,5.4,100.0,3,3,8.3,3.34,0,0,0.0,100.0,3,2,0.0,5,35.7,0,2,,,,64.2,81.1,68.6,91.1,,,52.9,0,0,6,0.0,118.8,0.0,0,2,0,0,0,0,0.0,69,23.0
Timmy McClain,144488,QB,ARK STATE,1,3.96,3.06,4.45,5.43,14,113,100.0,3,3,15.0,2.13,0,0,0.0,100.0,3,1,0.0,3,21.4,0,3,,,,62.7,78.4,66.6,77.8,,,,0,0,3,0.0,158.3,0.0,0,0,0,0,1,0,0.0,45,15.0,50.0,4,4,21.5,4.46,0,0,0.0,25.0,1,9,50.0,11,78.6,1,1,,,,65.6,44.2,70.4,51.2,,,50.5,0,0,11,44.4,39.6,36.4,4,3,0,0,0,0,0.0,5,1.3
Ashur Carraha,165036,QB,STHLSK,1,2.88,2.54,3.95,4.2,13,1470,50.0,4,4,7.8,1.98,0,0,0.0,50.0,2,1,0.0,4,30.8,0,2,,,,63.3,65.0,67.4,64.8,,,,0,0,4,0.0,104.2,0.0,0,0,0,0,1,0,0.0,20,5.0,83.3,6,6,6.0,3.29,0,0,0.0,83.3,5,3,0.0,9,69.2,0,5,,,,65.1,81.2,69.8,77.0,,,64.2,0,0,9,66.7,136.8,22.2,2,1,0,0,1,0,0.0,44,7.3
JaCobian Morgan,123050,QB,JACKSON ST,1,2.85,2.36,,5.5,13,194,100.0,6,6,3.0,1.82,0,0,0.0,83.3,5,0,16.7,6,46.2,1,2,,,,64.2,74.3,68.6,73.9,,,,0,0,6,,158.3,0.0,0,0,0,0,1,0,0.0,92,15.3,0.0,5,5,14.2,3.73,0,0,0.0,0.0,0,3,,7,53.8,0,0,,,,64.6,32.3,69.1,36.9,,,51.7,0,1,7,0.0,0.0,0.0,0,2,0,0,0,0,0.0,0,0.0
Chris Zellous,153319,QB,HAMPTON,1,2.01,1.65,4.2,3.8,13,178,90.0,10,10,1.7,1.18,0,0,0.0,90.0,9,0,0.0,10,76.9,0,2,,,,65.4,63.6,70.1,63.3,,,,0,0,10,,120.8,0.0,0,0,0,0,1,0,0.0,50,5.0,100.0,1,1,35.0,4.77,0,0,0.0,100.0,1,3,0.0,3,23.1,0,1,,,,63.3,50.0,67.4,40.7,,,64.0,0,0,4,33.3,118.8,33.3,1,1,0,0,0,0,0.0,38,38.0
Connor Genal,98366,QB,MOREHEAD,1,2.3,2.3,2.3,,13,234,77.8,9,10,8.9,2.17,0,0,0.0,60.0,6,5,14.3,11,84.6,1,2,,,,19.2,50.3,70.7,50.3,,,,1,0,12,20.0,70.8,9.1,1,0,0,0,0,1,8.3,45,4.5,0.0,2,2,20.0,3.0,0,0,0.0,0.0,0,1,,2,15.4,0,0,,,,61.8,55.8,65.5,55.8,,,,0,1,2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Nico Cleaves,182849,QB,VA LYNCHBU,1,2.95,3.36,2.75,3.9,13,406,0.0,4,4,10.3,1.86,0,0,0.0,0.0,0,1,,5,38.5,0,0,,,,63.8,28.4,68.1,28.6,,,,0,0,5,100.0,39.6,20.0,1,0,0,0,0,1,20.0,0,0.0,50.0,2,3,6.0,4.16,0,0,0.0,33.3,1,7,0.0,7,53.8,0,0,,,,64.6,42.4,69.1,45.3,,,57.3,1,0,7,42.9,42.4,42.9,3,1,0,0,0,0,0.0,9,3.0
Michael Rostberg,172172,QB,STTHOM,1,2.36,2.28,3.3,,13,1129,60.0,5,7,7.0,1.87,1,0,0.0,42.9,3,2,0.0,7,53.8,0,2,,,,64.6,50.4,69.1,50.4,,,,1,0,7,0.0,51.5,0.0,0,0,0,0,0,0,0.0,23,3.3,0.0,5,5,9.0,2.93,0,0,0.0,0.0,0,2,,6,46.2,0,0,,,,64.2,23.0,68.6,23.3,,,,0,2,6,50.0,0.0,16.7,1,0,0,0,0,2,33.3,0,0.0
Braxton Thomas,197714,QB,NC A&T,1,3.19,2.54,4.55,4.75,13,246,33.3,3,4,14.7,2.1,0,0,0.0,25.0,1,0,0.0,4,30.8,0,1,,,,63.3,57.3,67.4,57.2,,,,0,0,4,,39.6,0.0,0,0,0,1,0,0,0.0,8,2.0,60.0,5,5,11.8,3.68,0,0,0.0,60.0,3,5,0.0,9,69.2,0,2,,,,65.1,35.1,69.8,37.9,,,53.6,0,1,9,40.0,44.2,22.2,2,2,0,0,0,2,22.2,38,7.6
Ty Englehart,162239,QB,PRESBYTERN,1,2.57,2.37,3.65,,13,271,71.4,7,7,7.6,1.67,0,0,0.0,71.4,5,0,0.0,7,53.8,0,2,,,,64.6,68.2,69.1,67.9,,,,0,0,7,,84.8,0.0,0,0,0,0,0,0,0.0,39,5.6,33.3,3,4,30.3,3.62,0,0,0.0,25.0,1,4,0.0,6,46.2,0,1,,,,64.2,51.5,68.6,51.5,,,,0,0,6,50.0,47.9,33.3,2,0,0,1,0,0,0.0,20,5.0
Nate Yarnell,144037,QB,PITTSBURGH,1,2.76,2.5,,5.6,12,268,80.0,5,5,5.6,2.02,0,0,0.0,80.0,4,0,0.0,5,41.7,0,2,,,,63.8,53.5,68.1,53.5,,,,0,0,5,,143.8,0.0,0,0,0,0,1,0,0.0,45,9.0,66.7,6,6,13.2,3.29,0,0,0.0,66.7,4,2,0.0,7,58.3,0,4,,,,64.6,77.7,69.1,73.1,,,64.3,0,0,7,0.0,97.2,0.0,0,1,0,0,0,0,0.0,57,9.5
Dante Perri,143112,QB,LEHIGH,1,2.31,2.02,2.4,5.1,12,205,62.5,8,8,6.9,1.86,0,1,12.5,50.0,4,1,20.0,9,75.0,1,2,,,,65.1,75.5,69.8,74.9,,,,0,0,9,100.0,58.3,11.1,1,0,0,0,0,0,0.0,28,3.5,0.0,2,2,27.0,3.67,0,0,0.0,0.0,0,3,,3,25.0,0,0,,,,63.3,32.7,67.4,33.8,,,57.8,0,1,4,0.0,0.0,0.0,0,1,0,0,0,1,25.0,0,0.0
Noah Kim,129623,QB,COAST CAR,1,2.72,2.72,,,12,141,62.5,8,9,6.1,2.06,0,0,0.0,55.6,5,2,0.0,9,75.0,0,2,,,,65.1,56.6,69.8,56.5,,,,0,0,9,0.0,78.5,0.0,0,0,0,1,0,0,0.0,65,7.2,100.0,2,3,9.5,4.7,0,1,33.3,33.3,1,2,50.0,3,25.0,1,1,,,,62.7,86.7,66.6,86.0,,,,0,0,3,0.0,90.3,0.0,0,0,0,1,1,0,0.0,15,5.0
Devin Farrell,157658,QB,RHODE ISLD,1,2.84,2.66,2.9,4.4,12,274,50.0,6,6,9.5,2.2,0,0,0.0,50.0,3,1,0.0,6,50.0,0,3,,,,64.2,53.2,68.6,53.2,,,,0,0,6,0.0,65.3,0.0,0,0,0,0,0,0,0.0,31,5.2,33.3,3,3,16.7,3.48,0,0,0.0,33.3,1,5,0.0,6,50.0,0,2,,,,13.4,51.3,68.6,35.3,,,69.3,0,0,6,40.0,47.9,33.3,2,1,0,0,0,1,16.7,13,4.3
Beau Pribula,164182,QB,PENN STATE,1,2.72,2.3,,4.6,11,266,80.0,5,6,9.4,1.92,0,0,0.0,66.7,4,1,0.0,6,54.5,0,4,,,,64.2,83.7,68.6,83.1,,,,1,1,6,0.0,100.7,0.0,0,0,0,0,1,0,0.0,62,10.3,66.7,3,3,6.3,3.68,0,0,0.0,66.7,2,0,0.0,5,45.5,0,3,,,,64.2,68.5,68.6,55.8,,,70.8,0,0,6,,86.8,0.0,0,2,0,0,0,0,0.0,21,7.0
Garret Rangel,157795,QB,OKLA STATE,1,2.48,2.48,,,11,262,40.0,5,6,11.2,2.12,1,0,0.0,16.7,1,3,50.0,6,54.5,1,0,,,,64.2,55.1,68.6,55.1,,,,0,0,6,0.0,39.6,0.0,0,0,0,0,0,0,0.0,5,0.8,40.0,5,5,14.6,2.92,0,0,0.0,40.0,2,0,0.0,5,45.5,0,1,,,,63.8,29.9,68.1,30.2,,,,0,0,5,,57.1,0.0,0,0,0,0,0,1,20.0,26,5.2
Matthew Schecklman,159420,QB,N IOWA,1,2.89,2.2,4.4,5.4,11,255,75.0,4,4,5.8,1.75,0,0,0.0,50.0,2,0,33.3,4,36.4,1,1,,,,63.3,47.7,67.4,47.9,,,,0,0,4,,63.5,0.0,0,0,0,0,0,0,0.0,19,4.8,66.7,3,4,0.3,3.54,0,0,0.0,50.0,2,5,0.0,7,63.6,0,0,,,,14.6,41.7,69.1,31.6,,,64.1,1,0,7,40.0,56.3,28.6,2,1,0,0,0,1,14.3,4,1.0
Logan Fife,128176,QB,MONTANA,1,2.71,2.42,,5.6,11,232,100.0,4,4,0.3,1.63,0,0,0.0,100.0,4,0,0.0,4,36.4,0,1,,,,63.8,57.3,68.1,57.2,,,,0,0,5,,88.5,0.0,0,0,0,0,0,0,0.0,21,5.3,50.0,6,6,15.3,3.33,0,0,0.0,50.0,3,2,0.0,7,63.6,0,3,,,,64.6,63.6,69.1,67.8,,,57.0,0,0,7,0.0,69.4,0.0,0,1,0,0,0,0,0.0,37,6.2
Ron Peace,186224,QB,TXAMCO,1,3.45,3.1,2.8,5.15,11,1139,50.0,2,3,1.0,1.73,1,0,0.0,33.3,1,1,0.0,3,27.3,0,0,,,,62.7,23.8,66.6,24.2,,,,0,1,3,0.0,2.8,0.0,0,0,0,0,0,1,33.3,0,0.0,100.0,4,5,12.0,4.09,0,1,20.0,80.0,4,5,0.0,8,72.7,0,1,,,,15.7,55.8,69.5,64.1,,,52.8,0,0,8,20.0,115.8,12.5,1,2,0,1,0,1,12.5,59,11.8
Mike Chandler II,139371,QB,CAMPBELL,1,2.75,2.36,3.1,5.5,10,131,60.0,5,6,6.0,1.9,0,0,0.0,50.0,3,2,0.0,6,60.0,0,2,,,,64.2,53.3,68.6,53.3,,,,0,0,6,0.0,95.8,0.0,0,0,0,1,1,0,0.0,18,3.0,50.0,2,2,8.5,4.03,0,0,0.0,0.0,0,3,100.0,4,40.0,1,0,,,,63.8,39.4,68.1,42.1,,,57.3,0,0,5,33.3,39.6,25.0,1,1,0,0,0,0,0.0,0,0.0
Hunter Helms,122149,QB,RHODE ISLD,1,2.31,2.31,,,10,274,100.0,6,6,4.5,2.0,0,1,16.7,100.0,6,0,0.0,6,60.0,0,3,,,,64.2,90.0,68.6,89.4,,,,0,0,6,,114.6,0.0,0,0,0,0,0,0,0.0,69,11.5,25.0,4,4,14.5,2.78,0,0,0.0,25.0,1,0,0.0,4,40.0,0,1,,,,63.3,27.8,67.4,28.1,,,,0,0,4,,49.0,0.0,0,0,0,0,0,1,25.0,21,5.3
Amari Powell,165320,QB,STTHOM,1,2.59,2.59,,,10,1129,40.0,5,5,12.4,2.1,0,0,0.0,40.0,2,1,0.0,5,50.0,0,0,,,,63.8,48.0,68.1,48.1,,,,0,0,5,0.0,47.9,0.0,0,0,0,0,0,0,0.0,7,1.4,60.0,5,5,10.2,3.08,0,0,0.0,60.0,3,2,0.0,5,50.0,0,1,,,,63.8,40.5,68.1,40.7,,,,0,0,5,0.0,64.6,0.0,0,0,0,0,0,1,20.0,11,2.2
Bryson Daily,147303,QB,ARMY,1,2.11,2.34,,,10,114,100.0,5,6,8.8,2.0,1,0,0.0,83.3,5,1,0.0,6,60.0,0,4,,,,64.2,72.6,68.6,72.2,,,,0,0,6,0.0,152.1,0.0,0,0,0,0,1,0,0.0,66,11.0,33.3,3,3,24.7,3.03,0,1,33.3,33.3,1,2,0.0,3,30.0,0,1,,,,62.7,66.5,66.6,66.3,,,,0,0,3,0.0,121.5,0.0,0,0,0,0,1,0,0.0,41,13.7
Ty'Jarian Williams,178887,QB,MS VLY ST,1,2.51,2.31,,4.1,9,228,75.0,4,5,12.0,1.76,1,0,0.0,60.0,3,2,0.0,5,55.6,0,1,,,,63.8,67.9,68.1,67.6,,,,0,1,5,0.0,35.8,0.0,0,0,0,0,0,0,0.0,28,5.6,0.0,3,3,30.0,3.45,0,0,0.0,0.0,0,3,,4,44.4,0,0,,,,63.3,26.9,67.4,27.1,,,57.3,0,2,4,0.0,0.0,0.0,0,1,0,0,0,2,50.0,0,0.0
Malcolm Mays,165409,QB,HAMPTON,1,2.76,2.59,,4.1,9,178,60.0,5,5,11.8,2.14,0,0,0.0,20.0,1,1,66.7,5,55.6,2,1,,,,64.2,84.6,68.6,83.8,,,,0,0,6,0.0,39.6,0.0,0,0,0,0,0,0,0.0,11,2.2,33.3,3,3,14.0,3.53,0,0,0.0,33.3,1,2,0.0,4,44.4,0,1,,,,63.3,51.7,67.4,55.9,,,57.3,0,0,4,0.0,49.3,0.0,0,1,0,0,0,0,0.0,14,4.7
Will Madonna,88025,QB,TXAMCO,1,2.1,2.1,,,9,1139,57.1,7,7,9.6,1.97,0,0,0.0,42.9,3,1,25.0,7,77.8,1,2,,,,64.6,55.2,69.1,55.1,,,,0,0,7,0.0,52.7,0.0,0,0,0,0,0,0,0.0,25,3.6,0.0,2,2,25.0,2.55,0,0,0.0,0.0,0,0,,2,22.2,0,0,,,,61.8,53.5,65.5,53.7,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Tayven Jackson,157615,QB,INDIANA,1,2.93,2.53,3.0,5.7,9,190,100.0,1,2,0.0,1.75,1,0,0.0,50.0,1,0,0.0,2,22.2,0,0,,,,61.8,58.9,65.5,58.9,,,,0,0,2,,72.9,0.0,0,0,0,0,0,0,0.0,14,7.0,25.0,4,5,22.0,3.27,0,0,0.0,20.0,1,4,0.0,7,77.8,0,1,,,,64.9,40.6,69.5,42.9,,,57.3,1,0,8,25.0,40.4,14.3,1,1,0,0,0,1,12.5,16,3.2
Malachi Nelson,174203,QB,BOISE ST,1,2.42,2.31,3.3,,9,120,80.0,5,5,3.6,1.78,0,0,0.0,80.0,4,0,0.0,5,55.6,0,2,,,,63.8,73.3,68.1,72.9,,,,0,0,5,,112.5,0.0,0,0,0,0,0,0,0.0,55,11.0,33.3,3,3,11.3,3.23,0,0,0.0,33.3,1,1,0.0,4,44.4,0,1,,,,63.3,44.7,67.4,44.8,,,,0,0,4,100.0,45.1,25.0,1,0,0,0,0,0,0.0,11,3.7
Tahj Smith,173837,QB,MORGAN ST,1,2.73,2.3,3.3,5.2,9,235,66.7,3,3,0.3,1.83,0,0,0.0,66.7,2,0,0.0,3,33.3,0,1,,,,62.7,55.8,66.6,55.8,,,,0,0,3,,129.2,0.0,0,0,0,0,1,0,0.0,23,7.7,50.0,4,4,17.0,3.18,0,0,0.0,50.0,2,2,0.0,6,66.7,0,3,,,,64.2,62.7,68.6,57.6,,,63.7,0,0,6,50.0,75.0,16.7,1,1,0,0,0,0,0.0,30,7.5
Connor Moberly,184835,QB,IOWA STATE,1,1.89,2.13,2.1,,9,193,80.0,5,5,9.6,1.93,0,0,0.0,80.0,4,2,0.0,6,66.7,0,1,,,,64.2,69.8,68.6,69.5,,,,0,0,6,50.0,101.7,16.7,1,0,0,0,0,0,0.0,42,8.4,100.0,2,2,3.5,2.7,0,0,0.0,50.0,1,0,50.0,2,22.2,1,1,,,,61.8,63.8,65.5,63.6,,,,0,1,2,,18.8,0.0,0,0,0,0,0,0,0.0,7,3.5
Cole Freeman,145032,QB,COLUMBIA,1,2.3,2.15,3.5,,9,145,66.7,6,6,4.8,1.7,0,0,0.0,50.0,3,0,25.0,6,66.7,1,1,,,,64.2,65.2,68.6,64.9,,,,0,0,6,,95.8,0.0,0,0,0,0,1,0,0.0,16,2.7,100.0,2,2,23.5,3.5,0,1,50.0,100.0,2,2,0.0,3,33.3,0,1,,,,62.7,91.8,66.6,91.5,,,,0,0,3,50.0,158.3,33.3,1,0,0,0,1,0,0.0,47,23.5
Eddie Lee Marburger,145511,QB,UTSA,1,2.17,1.63,3.5,4.6,9,331,83.3,6,6,3.0,1.43,0,0,0.0,83.3,5,0,0.0,6,66.7,0,4,,,,64.2,64.7,68.6,64.4,,,,0,1,6,,95.1,0.0,0,0,0,0,1,0,0.0,41,6.8,0.0,1,1,29.0,3.63,0,1,100.0,0.0,0,3,,3,33.3,0,0,,,,62.7,77.3,66.6,85.3,,,57.3,0,0,3,33.3,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0
Duce Taylor,150493,QB,MORGAN ST,1,1.43,1.84,,,9,235,100.0,6,7,4.5,1.84,0,1,14.3,85.7,6,1,0.0,7,77.8,0,4,,,,64.6,86.7,69.1,86.0,,,,1,0,7,0.0,150.3,0.0,0,0,0,0,1,0,0.0,74,10.6,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Christopher Vizzina,170032,QB,CLEMSON,1,2.26,2.07,3.6,,8,140,50.0,4,5,8.5,1.68,1,0,0.0,40.0,2,2,0.0,5,62.5,0,1,,,,63.8,54.1,68.1,54.1,,,,0,0,5,0.0,58.8,0.0,0,0,0,0,0,0,0.0,28,5.6,100.0,2,2,7.0,3.23,0,0,0.0,100.0,2,1,0.0,3,37.5,0,0,,,,63.3,78.7,67.4,70.5,,,64.9,0,0,4,100.0,93.8,33.3,1,0,0,0,0,0,0.0,13,6.5
Jake Rubley,144589,QB,ILL STATE,1,2.54,2.12,2.6,5.0,8,188,75.0,4,4,6.0,1.88,0,0,0.0,75.0,3,0,0.0,4,50.0,0,1,,,,63.8,46.5,68.1,46.7,,,,0,1,5,,49.0,0.0,0,0,0,0,0,1,20.0,23,5.8,100.0,2,2,6.5,3.2,0,0,0.0,100.0,2,3,0.0,4,50.0,0,1,,,,63.3,65.7,67.4,72.3,,,57.3,0,0,4,33.3,95.8,25.0,1,1,0,0,0,0,0.0,14,7.0
JD Sherrod,172365,QB,KENT STATE,1,2.59,2.2,2.4,5.1,8,201,66.7,3,4,7.0,2.08,0,0,0.0,50.0,2,4,0.0,5,62.5,0,1,,,,63.8,41.0,68.1,41.2,,,,1,0,5,25.0,62.5,20.0,1,0,0,0,0,1,20.0,18,4.5,0.0,2,2,34.5,3.43,0,0,0.0,0.0,0,1,,3,37.5,0,0,,,,62.7,39.4,66.6,43.3,,,57.0,0,0,3,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Zeon Chriss,156733,QB,HOUSTON,1,2.93,2.24,2.4,4.9,8,182,100.0,3,3,0.0,1.95,0,0,0.0,66.7,2,1,33.3,4,50.0,1,1,,,,63.3,61.6,67.4,61.4,,,,0,0,4,100.0,84.0,25.0,1,0,0,0,0,0,0.0,19,6.3,0.0,2,2,14.5,3.9,0,0,0.0,0.0,0,2,,4,50.0,0,2,,,,63.3,61.6,67.4,45.9,,,68.9,0,0,4,0.0,39.6,0.0,0,2,0,0,0,0,0.0,0,0.0
Evan Bullock,170452,QB,LA TECH,1,2.68,2.58,2.5,3.4,8,208,100.0,2,2,5.0,2.1,0,0,0.0,100.0,2,0,0.0,2,25.0,0,1,,,,61.8,74.1,65.5,73.6,,,,0,0,2,,106.3,0.0,0,0,0,0,0,0,0.0,19,9.5,100.0,2,4,16.0,2.87,0,1,20.0,50.0,2,3,0.0,6,75.0,0,1,,,,64.2,82.7,69.1,88.9,,,57.3,1,0,7,33.3,114.6,16.7,1,1,0,1,1,0,0.0,30,7.5
Matthew Jenks,196957,QB,VA LYNCHBU,1,2.83,2.57,,4.4,7,406,50.0,4,4,3.5,1.9,0,0,0.0,50.0,2,0,0.0,4,57.1,0,0,,,,63.3,26.3,67.4,26.6,,,,0,1,4,,16.7,0.0,0,0,0,0,0,1,25.0,-4,-1.0,0.0,1,2,13.0,4.07,0,0,0.0,0.0,0,3,,3,42.9,0,0,,,,61.8,15.5,66.6,15.3,,,57.8,0,0,3,0.0,39.6,0.0,0,1,0,1,0,1,33.3,0,0.0
DJ Lagway,184426,QB,FLORIDA,1,1.97,1.97,,,7,163,100.0,6,6,4.7,1.77,0,1,16.7,100.0,6,0,0.0,6,85.7,0,4,,,,64.2,80.3,68.6,79.8,,,,0,0,6,,109.0,0.0,0,0,0,0,0,0,0.0,61,10.2,100.0,1,1,13.0,3.2,0,0,0.0,100.0,1,0,0.0,1,14.3,0,1,,,,61.8,60.0,65.5,59.9,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0
Aveon Smith,130529,QB,ALAB A&M,1,2.59,2.59,,,7,104,100.0,4,4,1.0,1.63,0,0,0.0,100.0,4,0,0.0,4,57.1,0,0,,,,63.3,63.9,67.4,63.7,,,,0,0,4,,90.6,0.0,0,0,0,0,0,0,0.0,23,5.8,0.0,1,3,9.0,3.87,0,0,0.0,0.0,0,2,,3,42.9,0,0,,,,62.7,25.9,66.6,26.2,,,,0,1,3,0.0,0.0,0.0,0,0,0,2,0,1,33.3,0,0.0
Devin Brown,156479,QB,OHIO STATE,1,2.27,1.82,,5.0,7,260,60.0,5,5,4.2,1.68,0,0,0.0,40.0,2,0,33.3,5,71.4,1,2,,,,63.8,65.2,68.1,65.0,,,,0,0,5,,47.9,0.0,0,0,0,0,0,0,0.0,14,2.8,0.0,1,1,6.0,3.75,0,0,0.0,0.0,0,0,,2,28.6,0,0,,,,61.8,55.4,65.5,60.4,,,57.8,0,0,2,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Logan Howard,193465,QB,AVEMAR,1,2.99,2.74,3.3,3.9,7,1450,50.0,2,2,7.0,1.6,0,0,0.0,0.0,0,0,100.0,2,28.6,1,0,,,,61.8,48.4,65.5,48.7,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,3,3,8.7,3.54,0,0,0.0,100.0,3,3,0.0,5,71.4,0,3,,,,63.8,62.2,68.1,67.7,,,57.0,0,0,5,33.3,158.3,20.0,1,1,0,0,1,0,0.0,44,14.7
Jack Salopek,130662,QB,ELON,1,3.3,3.1,4.3,,6,162,100.0,1,1,2.0,1.5,0,0,0.0,100.0,1,0,0.0,1,16.7,0,0,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,66.7,3,4,13.0,3.66,1,0,0.0,25.0,1,1,50.0,5,83.3,1,1,,,,14.6,35.8,69.1,36.2,,,,0,0,7,100.0,45.8,20.0,1,0,0,0,0,1,14.3,18,4.5
Tommy Ulatowski,163150,QB,KENT STATE,1,2.77,2.77,,,6,201,50.0,2,4,4.5,1.98,1,0,0.0,0.0,0,3,100.0,4,66.7,1,0,,,,63.8,53.6,68.1,53.5,,,,1,0,5,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,2,,4.35,0,0,0.0,0.0,0,2,,2,33.3,0,0,,,,61.8,55.2,65.5,55.4,,,,0,0,2,0.0,39.6,0.0,0,0,0,2,0,0,0.0,0,0.0
Tyler Kubat,171769,QB,LNDNWD,1,2.57,2.18,4.5,,6,949,100.0,3,4,2.3,2.08,1,0,0.0,75.0,3,1,0.0,4,66.7,0,2,,,,63.3,38.3,67.4,38.6,,,,0,0,4,0.0,102.1,0.0,0,0,0,0,0,1,25.0,36,9.0,100.0,1,1,-3.0,3.55,0,0,0.0,100.0,1,1,0.0,2,33.3,0,0,,,,61.8,58.9,65.5,58.9,,,,0,0,2,100.0,79.2,50.0,1,0,0,0,0,0,0.0,0,0.0
Brady Lichtenberg,144226,QB,CINCINNATI,1,3.43,3.33,2.9,4.4,6,138,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,75.0,4,4,10.3,3.43,0,0,0.0,75.0,3,1,0.0,6,100.0,0,1,,,,64.2,51.2,68.6,54.8,,,57.3,0,0,6,100.0,90.6,16.7,1,1,0,0,0,0,0.0,25,6.3
Jase Bauer,145714,QB,SM HOUSTON,1,2.72,2.46,,4.0,6,281,100.0,2,3,9.0,1.7,1,1,33.3,66.7,2,0,0.0,3,50.0,0,1,,,,62.7,86.7,66.6,86.0,,,,0,0,3,,136.1,0.0,0,0,0,0,1,0,0.0,28,9.3,100.0,1,2,10.0,3.73,0,0,0.0,50.0,1,1,0.0,3,50.0,0,2,,,,62.7,79.4,66.6,71.9,,,64.2,0,0,3,0.0,64.6,0.0,0,1,0,1,0,0,0.0,10,5.0
Lex Thomas,170381,QB,NC STATE,1,2.18,2.18,,,6,248,75.0,4,4,1.5,1.95,0,0,0.0,75.0,3,0,0.0,4,66.7,0,1,,,,63.3,67.8,67.4,67.5,,,,0,0,4,,144.8,0.0,0,0,0,0,1,0,0.0,39,9.8,50.0,2,2,23.5,2.65,0,0,0.0,50.0,1,1,0.0,2,33.3,0,1,,,,61.8,59.4,65.5,59.3,,,,0,0,2,0.0,72.9,0.0,0,0,0,0,0,0,0.0,14,7.0
Davis Beville,99588,QB,S CAROLINA,1,2.58,2.58,,,6,289,100.0,3,3,4.7,2.03,0,0,0.0,66.7,2,1,33.3,3,50.0,1,0,,,,62.7,72.0,66.6,71.6,,,,0,0,3,0.0,71.5,0.0,0,0,0,0,0,0,0.0,10,3.3,66.7,3,3,18.3,3.13,0,0,0.0,66.7,2,2,0.0,3,50.0,0,2,,,,62.7,53.2,66.6,53.2,,,,0,0,3,0.0,129.2,0.0,0,0,0,0,1,0,0.0,23,7.7
