player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Miller Moss,70727,QB,LOUISVILLE,1,10.0,0,30,210,76.2,21,23,6.7,2.69,1,1,4.2,65.2,15,9,6.3,25,83.3,1,5,,,,,69.0,62.7,76.2,,62.1,57.6,60.0,,,0,0,26,11.1,84.0,4.0,1,1,1,0,0,1,3.8,152,6.6,77.8,18,20,4.7,2.5,1,0,0.0,65.0,13,7,7.1,22,73.3,1,4,,,,,68.8,55.4,75.9,,53.4,,60.0,,,0,0,23,14.3,75.8,4.5,1,1,1,0,0,1,4.3,94,4.7,75.0,8,8,4.5,2.9,0,1,12.5,75.0,6,3,0.0,8,26.7,0,3,,,,,64.9,80.3,69.8,,81.9,57.6,,,,0,0,8,0.0,116.7,0.0,0,0,0,0,0,0,0.0,118,14.8,0,80.0,5,5,-4.2,2.18,0,0,0.0,80.0,4,1,0.0,5,16.7,0,2,,,,,63.8,65.7,68.1,,65.5,,,,,0,0,5,0.0,116.7,0.0,0,0,0,0,0,0,0.0,60,12.0,10.05
Carson Beck,124010,QB,MIAMI FL,1,-95.45,0,30,220,81.8,22,22,10.9,2.88,0,2,8.3,81.8,18,7,0.0,25,83.3,0,15,,,,,67.9,90.5,76.1,,91.2,54.7,61.7,,,0,0,27,14.3,158.3,4.0,1,2,0,0,3,0,0.0,278,12.6,95.5,22,22,6.0,2.47,0,2,8.7,95.5,21,5,0.0,24,80.0,0,16,,,,,67.7,92.8,75.7,,92.4,,64.0,,,0,0,25,20.0,158.3,4.2,1,1,0,0,3,0,0.0,291,13.2,40.0,5,5,17.6,3.38,0,0,0.0,0.0,0,2,100.0,6,20.0,2,0,,,,,64.6,54.7,70.3,,59.9,54.7,57.3,,,0,0,7,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0,100.0,5,5,-2.6,1.52,0,0,0.0,60.0,3,0,40.0,5,16.7,2,1,,,,,63.8,65.7,68.1,,65.4,,,,,0,0,5,,64.6,0.0,0,0,0,0,0,0,0.0,13,2.6,-13.23
Malachi Singleton,172426,QB,PURDUE,1,19.05,0,30,273,66.7,21,23,17.1,3.36,1,1,4.0,52.2,12,11,14.3,25,83.3,2,7,,,,,72.2,67.1,75.6,,71.7,,55.3,,,0,0,27,9.1,86.5,4.0,1,1,0,1,1,0,0.0,146,6.3,72.2,18,21,16.2,3.27,2,1,4.3,52.4,11,9,15.4,23,76.7,2,6,,,,,72.2,70.4,75.5,,76.3,,55.3,,,0,0,25,11.1,88.0,4.3,1,1,0,1,1,0,0.0,133,6.3,71.4,7,7,7.9,2.64,0,0,0.0,71.4,5,3,0.0,7,23.3,0,1,,,,,64.6,52.3,69.1,,52.3,,,,,0,0,7,0.0,74.1,0.0,0,0,0,0,0,0,0.0,17,2.4,0,100.0,4,5,-3.3,1.94,1,0,0.0,80.0,4,1,0.0,5,16.7,0,0,,,,,63.8,62.6,68.1,,62.3,,,,,0,0,5,0.0,79.2,0.0,0,0,0,0,0,0,0.0,4,0.8,-3.9
Avery Johnson,173108,QB,KANSAS ST,1,4.76,0,30,199,64.0,25,25,10.3,2.45,0,2,7.7,52.0,13,6,18.8,27,90.0,3,9,,,,,71.9,82.3,76.5,,84.1,,62.6,,,0,1,28,33.3,71.7,7.4,2,0,0,0,1,1,3.6,178,7.1,61.9,21,21,9.0,2.36,0,2,9.1,52.4,11,5,15.4,22,73.3,2,5,,,,,71.7,79.4,76.2,,81.3,,62.6,,,0,1,23,20.0,44.5,4.5,1,0,0,0,0,1,4.3,94,4.5,71.4,7,7,9.1,2.34,0,0,0.0,57.1,4,1,20.0,8,26.7,1,4,,,,,64.9,72.1,69.5,,71.7,,,,,0,0,8,100.0,138.7,12.5,1,0,0,0,1,0,0.0,83,11.9,0,66.7,3,3,-2.0,1.5,0,0,0.0,66.7,2,0,0.0,3,10.0,0,0,,,,,62.7,56.1,66.6,,56.0,,,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,-1,-0.3,7.38
Fernando Mendoza,158323,QB,INDIANA,1,11.76,0,29,190,95.2,21,21,10.8,2.98,0,1,4.5,90.5,19,7,5.0,26,89.7,1,10,,,,,68.5,91.4,75.9,,91.0,,62.8,,,0,0,27,71.4,154.9,19.2,5,0,0,0,4,0,0.0,245,11.7,94.1,17,17,10.5,2.95,0,1,5.6,88.2,15,5,6.3,20,69.0,1,8,,,,,67.9,92.0,75.5,,91.7,,62.8,,,0,0,21,60.0,158.0,15.0,3,0,0,0,2,0,0.0,237,13.9,100.0,7,7,5.3,2.76,0,0,0.0,100.0,7,2,0.0,9,31.0,0,3,,,,,65.1,69.2,69.8,,68.8,,,,,0,0,9,100.0,143.2,22.2,2,0,0,0,2,0,0.0,62,8.9,0,100.0,3,3,-4.0,2.07,0,0,0.0,100.0,3,0,0.0,3,10.3,0,1,,,,,62.7,64.1,66.6,,63.8,,,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,54,18.0,-5.08
Tad Hudson,170107,QB,COAST CAR,1,32.17,0,29,141,54.2,24,24,12.9,2.79,0,1,4.0,45.8,11,5,15.4,25,86.2,2,8,,,,,69.0,56.1,76.1,,56.2,54.3,60.7,,,0,1,26,20.0,50.5,4.0,1,0,0,0,0,2,7.7,159,6.6,56.5,23,23,11.1,2.64,0,1,4.2,47.8,11,4,15.4,24,82.8,2,6,,,,,68.9,54.7,76.0,,54.6,54.3,60.7,,,0,1,25,25.0,45.7,4.2,1,0,0,0,0,2,8.0,121,5.3,80.0,5,5,8.6,2.34,0,0,0.0,80.0,4,1,0.0,5,17.2,0,3,,,,,63.8,66.9,68.1,,66.6,,,,,0,0,5,0.0,110.0,0.0,0,0,0,0,0,0,0.0,52,10.4,0,100.0,4,4,-2.8,1.3,0,0,0.0,100.0,4,0,0.0,4,13.8,0,1,,,,,63.3,65.0,67.4,,64.8,,,,,0,0,4,,81.3,0.0,0,0,0,0,0,0,0.0,14,3.5,5.14
Walker Eget,146170,QB,S JOSE ST,1,-15.83,0,29,285,57.9,19,21,11.9,3.62,0,2,9.1,47.6,10,8,9.1,27,93.1,1,4,,,,,68.0,36.6,74.9,,29.7,,64.3,,,0,3,28,0.0,15.7,0.0,0,6,0,2,0,3,10.7,68,3.2,64.3,14,15,10.8,3.79,0,2,12.5,53.3,8,6,11.1,21,72.4,1,4,,,,,67.4,48.1,74.3,,40.7,,64.3,,,0,2,22,0.0,23.1,0.0,0,6,0,1,0,2,9.1,58,3.9,57.1,7,8,9.7,2.74,0,0,0.0,37.5,3,2,25.0,8,27.6,1,0,,,,,64.9,29.4,69.5,,29.6,,,,,0,1,8,0.0,6.3,0.0,0,0,0,1,0,1,12.5,16,2.0,0,100.0,2,2,-4.0,1.85,0,0,0.0,50.0,1,0,50.0,2,6.9,1,0,,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,-1.87
Robby Ashford,131702,QB,WAKE,1,27.78,0,29,339,72.2,18,19,8.3,3.3,1,1,5.3,63.2,12,6,7.7,23,79.3,1,7,,,,,29.7,62.7,76.2,,56.4,,65.7,,,0,0,23,33.3,111.1,8.7,2,2,0,0,1,2,8.7,177,9.3,60.0,15,16,3.3,2.31,1,0,0.0,50.0,8,2,11.1,17,58.6,1,3,,,,,27.8,49.0,75.8,,38.3,,63.6,,,0,0,17,0.0,61.5,0.0,0,1,0,0,0,2,11.8,68,4.3,88.9,9,9,9.4,4.0,0,1,11.1,77.8,7,4,12.5,12,41.4,1,4,,,,,65.8,80.2,70.7,,77.2,,63.7,,,0,0,12,50.0,155.8,16.7,2,1,0,0,1,0,0.0,123,13.7,0,66.7,6,6,-2.7,1.9,0,0,0.0,50.0,3,0,25.0,6,20.7,1,0,,,,,64.2,54.2,68.6,,54.1,,,,,0,0,6,,56.3,0.0,0,0,0,0,0,0,0.0,14,2.3,9.42
Jake Retzlaff,70874,QB,TULANE,1,-9.89,0,29,319,82.6,23,25,10.6,2.8,0,1,4.0,64.0,16,7,15.8,27,93.1,3,12,,,,,71.8,83.3,76.5,,81.3,,67.8,,,0,1,27,14.3,104.8,3.7,1,1,0,2,2,1,3.7,236,9.4,92.3,13,14,12.9,2.63,0,1,7.1,71.4,10,5,16.7,16,55.2,2,6,,,,,71.6,87.2,75.8,,86.8,,67.8,,,0,0,16,20.0,120.8,6.3,1,1,0,1,1,0,0.0,119,8.5,75.0,12,13,11.3,2.77,0,0,0.0,61.5,8,2,11.1,13,44.8,1,6,,,,,66.0,65.4,71.0,,65.0,,,,,0,1,13,0.0,86.1,0.0,0,0,0,1,1,1,7.7,122,9.4,0,100.0,2,2,30.0,1.2,0,0,0.0,100.0,2,0,0.0,2,6.9,0,0,,,,,61.8,59.4,65.5,,59.3,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,5,2.5,0.88
Parker Navarro,123758,QB,OHIO,1,23.81,0,29,259,44.4,18,18,13.3,4.04,0,0,0.0,38.9,7,12,12.5,28,96.6,1,8,,,,,72.3,41.3,17.7,,29.2,,65.1,,,0,1,29,16.7,27.1,7.1,2,8,0,0,0,3,10.3,68,3.8,41.7,12,12,13.3,4.11,0,0,0.0,33.3,4,7,20.0,17,58.6,1,2,,,,,72.1,38.4,11.2,,28.7,,63.6,,,0,0,18,28.6,42.4,11.8,2,3,0,0,0,2,11.1,31,2.6,57.1,7,7,11.1,3.78,0,0,0.0,57.1,4,5,0.0,12,41.4,0,6,,,,,65.8,56.4,70.7,,48.9,,64.3,,,0,1,12,0.0,36.9,0.0,0,5,0,0,0,1,8.3,45,6.4,0,100.0,1,1,-2.0,2.0,0,0,0.0,100.0,1,0,0.0,1,3.4,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,3.85
Luke Altmyer,146802,QB,ILLINOIS,1,16.67,0,28,187,77.8,18,22,9.5,3.22,1,0,0.0,54.5,12,6,14.3,25,89.3,2,7,,,,,36.2,77.2,77.0,,69.6,,72.2,,,2,1,25,16.7,87.1,4.0,1,2,0,1,2,2,8.0,149,6.8,66.7,12,15,11.0,3.15,0,0,0.0,53.3,8,4,0.0,17,60.7,0,6,,,,,30.6,77.2,76.6,,65.5,,74.7,,,2,1,17,25.0,75.1,5.9,1,1,0,1,1,2,11.8,123,8.2,100.0,9,10,3.6,2.86,1,0,0.0,70.0,7,2,22.2,11,39.3,2,3,,,,,65.6,68.1,70.4,,71.4,,57.3,,,0,0,11,0.0,114.2,0.0,0,1,0,0,1,0,0.0,49,4.9,0,100.0,3,3,-2.3,1.47,0,0,0.0,100.0,3,0,0.0,3,10.7,0,2,,,,,62.7,63.5,66.6,,63.3,,,,,0,0,3,,98.6,0.0,0,0,0,0,0,0,0.0,23,7.7,-3.3
Kyron Drones,144506,QB,VA TECH,1,5.56,0,28,337,53.3,15,15,19.1,3.88,0,0,0.0,46.7,7,11,12.5,26,92.9,1,9,,,,,33.5,57.0,76.3,,46.3,,65.3,,,0,1,27,9.1,60.1,3.8,1,9,0,0,1,2,7.4,89,5.9,62.5,8,8,13.1,3.72,0,0,0.0,50.0,4,9,20.0,17,60.7,1,6,,,,,28.8,60.2,75.7,,46.4,,66.0,,,0,0,18,11.1,110.4,5.9,1,7,0,0,1,1,5.6,52,6.5,55.6,9,9,19.9,3.94,0,0,0.0,55.6,5,3,0.0,11,39.3,0,4,,,,,65.6,54.2,70.4,,54.0,,59.3,,,0,1,11,0.0,44.0,0.0,0,2,0,0,0,1,9.1,76,8.4,0,100.0,2,2,-1.0,2.9,0,0,0.0,100.0,2,1,0.0,2,7.1,0,1,,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,39,19.5,1.94
Preston Stone,124716,QB,NWESTERN,1,-2.92,0,28,256,62.5,16,23,17.2,3.09,4,3,12.0,39.1,9,8,10.0,23,82.1,1,6,,,,,68.3,88.9,75.9,,86.3,,63.2,,,0,0,25,0.0,64.4,0.0,0,0,0,3,0,0,0.0,164,7.1,71.4,14,19,15.9,3.07,2,3,13.6,47.4,9,6,10.0,19,67.9,1,5,,,,,68.0,90.0,75.7,,87.4,,63.2,,,0,0,22,0.0,73.1,0.0,0,0,0,3,0,0,0.0,144,7.6,66.7,6,9,8.0,2.52,2,0,0.0,44.4,4,2,0.0,9,32.1,0,1,,,,,65.1,60.2,69.8,,60.0,,,,,0,0,9,0.0,57.6,0.0,0,0,0,1,0,0,0.0,40,4.4,0,100.0,4,5,-1.0,2.0,0,0,0.0,80.0,4,0,0.0,5,17.9,0,0,,,,,64.2,55.9,68.6,,55.8,,,,,0,0,6,,83.3,0.0,0,0,0,1,0,0,0.0,20,4.0,-3.14
Bishop Davenport,163426,QB,S ALABAMA,1,20.83,0,27,288,66.7,12,12,12.4,2.76,0,1,6.7,66.7,8,4,0.0,16,59.3,0,6,,,,,22.1,60.2,76.9,,61.2,,58.0,,,0,0,19,50.0,93.4,12.5,2,2,0,0,0,0,0.0,103,8.6,73.3,15,15,3.8,2.12,0,1,6.3,66.7,10,2,9.1,17,63.0,1,5,,,,,21.8,58.4,76.9,,62.0,,54.9,,,0,0,18,50.0,83.5,5.9,1,1,0,0,0,0,0.0,93,6.2,87.5,8,8,6.4,2.09,0,0,0.0,87.5,7,2,0.0,10,37.0,0,6,,,,,66.0,66.5,71.0,,62.4,,64.1,,,0,0,13,50.0,102.6,10.0,1,1,0,0,0,0,0.0,69,8.6,0,90.9,11,11,-3.7,1.15,0,0,0.0,81.8,9,0,10.0,11,40.7,1,5,,,,,65.8,64.3,70.7,,64.0,,,,,0,0,12,,89.0,0.0,0,0,0,0,0,0,0.0,59,5.4,2.43
Drew Mestemaker,190616,QB,N TEXAS,1,13.33,0,27,251,66.7,18,18,12.1,3.39,0,1,5.3,66.7,12,6,0.0,20,74.1,0,11,,,,,67.9,80.4,75.7,,83.4,,55.0,,,0,0,21,16.7,128.2,5.0,1,1,0,0,1,0,0.0,268,14.9,71.4,14,15,4.9,3.41,0,0,0.0,66.7,10,5,0.0,17,63.0,0,6,,,,,67.6,62.4,75.5,,64.3,,55.0,,,0,0,18,20.0,91.8,5.9,1,1,0,1,0,0,0.0,123,8.2,80.0,10,10,12.6,2.12,0,1,10.0,80.0,8,1,0.0,10,37.0,0,7,,,,,65.4,91.7,70.1,,91.4,,,,,0,0,10,0.0,158.3,0.0,0,0,0,0,2,0,0.0,175,17.5,0,100.0,6,7,-3.8,1.64,0,0,0.0,85.7,6,0,0.0,7,25.9,0,2,,,,,64.6,64.2,69.1,,63.9,,,,,0,0,7,,124.1,0.0,0,0,0,1,1,0,0.0,30,4.3,9.3
John Mateer,158516,QB,OKLAHOMA,1,22.11,0,27,261,70.6,17,19,7.8,3.06,1,0,0.0,57.9,11,4,8.3,22,81.5,1,7,,,,,72.2,64.6,75.6,,59.6,,63.8,,,0,0,24,25.0,77.7,4.5,1,2,0,1,0,0,0.0,125,6.6,70.6,17,19,5.4,2.8,0,0,0.0,57.9,11,4,8.3,22,81.5,1,4,,,,,72.2,56.1,75.6,,48.3,,63.8,,,0,0,24,25.0,69.4,4.5,1,2,0,2,0,0,0.0,87,4.6,100.0,4,5,8.5,2.96,1,0,0.0,80.0,4,1,0.0,5,18.5,0,3,,,,,63.8,90.1,68.1,,89.6,,,,,0,0,5,0.0,109.2,0.0,0,0,0,0,0,0,0.0,51,10.2,0,100.0,4,5,-2.0,1.78,0,0,0.0,80.0,4,1,0.0,5,18.5,0,0,,,,,63.8,62.6,68.1,,62.4,,,,,0,0,5,0.0,79.2,0.0,0,0,0,1,0,0,0.0,13,2.6,5.62
Carson Conklin,170765,QB,FRESNO ST,1,-12.38,0,27,169,52.4,21,23,12.0,2.89,0,0,0.0,43.5,10,6,9.1,24,88.9,1,5,,,,,29.7,38.2,24.0,,46.3,,39.5,,,1,0,26,16.7,67.7,4.2,1,0,0,1,1,0,0.0,82,3.6,60.0,20,21,10.1,2.58,0,0,0.0,52.4,11,5,8.3,22,81.5,1,5,,,,,28.9,42.1,22.7,,51.5,,39.5,,,1,0,23,20.0,78.1,4.5,1,0,0,0,1,0,0.0,83,4.0,50.0,4,5,9.8,3.7,0,0,0.0,40.0,2,1,0.0,5,18.5,0,1,,,,,64.2,45.9,68.6,,46.0,,,,,0,0,6,0.0,47.9,0.0,0,0,0,1,0,0,0.0,13,2.6,0,100.0,3,3,-4.3,1.97,0,0,0.0,100.0,3,0,0.0,3,11.1,0,1,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7,-1.35
Taylen Green,145996,QB,ARKANSAS,1,25.0,0,27,111,61.1,18,20,8.7,3.15,0,0,0.0,55.0,11,11,0.0,27,100.0,0,8,,,,,72.2,63.6,76.2,,46.1,,76.2,,,0,2,28,27.3,42.7,11.1,3,4,0,2,0,1,3.6,165,8.3,57.1,14,16,10.2,3.02,0,0,0.0,50.0,8,9,0.0,22,81.5,0,6,,,,,72.2,68.7,75.8,,50.8,,76.2,,,0,1,23,22.2,51.6,9.1,2,4,0,2,0,0,0.0,130,8.1,75.0,4,4,3.3,3.7,0,0,0.0,75.0,3,2,0.0,5,18.5,0,2,,,,,63.8,43.5,68.1,,43.7,,,,,0,1,5,50.0,61.5,20.0,1,0,0,0,0,1,20.0,35,8.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.62
Kaden Anderson,127312,QB,WYOMING,1,0.0,0,27,351,29.4,17,19,14.8,3.31,1,0,0.0,26.3,5,7,0.0,22,81.5,0,1,,,,,69.8,32.2,9.8,,29.0,,65.7,,,0,1,22,28.6,19.8,9.1,2,1,0,1,0,2,9.1,67,3.5,25.0,16,16,3.3,2.79,0,0,0.0,25.0,4,4,0.0,19,70.4,0,0,,,,,69.7,29.8,75.2,,26.8,,65.7,,,0,0,19,50.0,39.6,10.5,2,1,0,0,0,2,10.5,11,0.7,33.3,6,8,29.7,3.78,1,0,0.0,25.0,2,3,0.0,8,29.6,0,1,,,,,65.1,35.1,0.0,,40.6,,,,,0,1,9,0.0,15.1,0.0,0,0,0,1,0,1,11.1,53,6.6,0,20.0,5,5,-4.4,2.06,0,0,0.0,20.0,1,0,0.0,5,18.5,0,0,,,,,64.2,28.9,68.6,,29.0,,,,,0,0,6,,39.6,0.0,0,0,0,0,0,1,16.7,-3,-0.6,5.94
Brad Jackson,184354,QB,TEXAS ST,1,-9.62,0,26,314,90.0,10,11,6.0,3.4,0,0,0.0,81.8,9,7,0.0,20,76.9,0,8,,,,,70.8,76.8,76.5,,73.0,,68.7,,,0,0,21,14.3,149.1,5.0,1,8,0,1,1,0,0.0,156,14.2,92.3,13,13,2.7,2.43,0,0,0.0,84.6,11,3,8.3,19,73.1,1,10,,,,,70.8,81.3,76.5,,75.4,,71.9,,,0,0,21,33.3,144.4,5.3,1,5,0,0,1,0,0.0,177,13.6,100.0,3,4,3.0,4.01,0,0,0.0,75.0,3,4,0.0,7,26.9,0,1,,,,,64.6,56.6,69.1,,60.5,,56.8,,,0,0,7,0.0,80.2,0.0,0,3,0,1,0,0,0.0,15,3.8,0,100.0,6,6,-2.7,1.05,0,0,0.0,83.3,5,0,16.7,6,23.1,1,3,,,,,64.6,66.9,69.1,,66.6,,,,,0,0,7,,91.7,0.0,0,0,0,0,0,0,0.0,36,6.0,-9.87
Joe Labas,144847,QB,C MICHIGAN,1,-18.75,0,26,134,77.3,22,22,10.0,2.73,0,1,4.5,72.7,16,6,5.9,24,92.3,1,8,,,,,67.6,61.5,74.9,,62.0,,57.8,,,0,2,24,16.7,103.2,4.2,1,1,0,0,2,1,4.2,254,11.5,81.3,16,16,7.4,2.56,0,0,0.0,81.3,13,5,0.0,18,69.2,0,5,,,,,66.8,51.9,74.3,,52.2,,57.8,,,0,1,18,20.0,94.3,5.6,1,1,0,0,1,1,5.6,126,7.9,75.0,8,8,11.9,2.86,0,1,12.5,62.5,5,1,16.7,8,30.8,1,3,,,,,64.9,76.5,69.5,,76.0,,,,,0,1,8,0.0,106.3,0.0,0,0,0,0,1,0,0.0,121,15.1,0,100.0,2,2,-4.0,1.75,0,0,0.0,100.0,2,0,0.0,2,7.7,0,0,,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,-7,-3.5,7.25
Dru DeShields,176094,QB,KENT STATE,1,40.0,0,26,201,68.4,19,20,11.8,2.77,1,1,5.0,60.0,12,6,7.7,21,80.8,1,10,,,,,27.2,69.4,75.1,,82.7,,36.7,,,0,0,21,16.7,143.8,4.8,1,0,0,0,4,0,0.0,254,12.7,53.8,13,14,8.8,2.18,1,1,7.1,50.0,7,4,0.0,16,61.5,0,6,,,,,25.4,50.2,74.7,,64.8,,36.7,,,0,0,16,25.0,135.4,6.3,1,0,0,0,3,0,0.0,193,13.8,100.0,10,10,10.4,2.96,0,0,0.0,90.0,9,2,10.0,10,38.5,1,6,,,,,65.4,90.8,70.1,,90.5,,,,,0,0,10,0.0,157.1,0.0,0,0,0,0,2,0,0.0,122,12.2,0,100.0,4,4,-1.5,1.28,0,0,0.0,100.0,4,0,0.0,5,19.2,0,2,,,,,63.8,62.6,68.1,,62.4,,,,,0,0,5,,158.3,0.0,0,0,0,0,1,0,0.0,61,15.3,-1.59
Tommy Castellanos,158433,QB,FLORIDA ST,1,-37.5,0,26,167,50.0,16,17,16.6,2.96,0,1,5.3,41.2,7,6,12.5,19,73.1,1,9,,,,,70.3,83.1,76.3,,72.4,,80.1,,,0,0,21,0.0,89.6,0.0,0,2,0,1,1,0,0.0,137,8.1,68.8,16,16,8.8,2.5,0,1,5.6,62.5,10,4,9.1,18,69.2,1,10,,,,,70.3,88.4,76.3,,78.1,,80.1,,,0,0,20,0.0,115.4,0.0,0,2,0,0,1,0,0.0,155,9.7,57.1,7,8,13.7,2.69,0,0,0.0,25.0,2,2,50.0,8,30.8,2,2,,,,,64.9,53.4,69.5,,53.4,,,,,0,0,8,0.0,44.8,0.0,0,0,0,1,0,0,0.0,34,4.3,0,100.0,7,7,-4.0,1.47,0,0,0.0,71.4,5,0,28.6,7,26.9,2,3,,,,,64.6,61.0,69.1,,60.8,,,,,0,0,7,,92.6,0.0,0,0,0,0,0,0,0.0,52,7.4,-5.44
Joey Aguilar,174978,QB,TENNESSEE,1,6.35,0,25,307,77.8,18,19,10.6,3.6,0,1,5.3,68.4,13,4,7.1,21,84.0,1,9,,,,,67.9,74.9,75.9,,74.7,,61.5,,,0,2,21,0.0,76.3,0.0,0,2,0,1,1,2,9.5,179,9.4,84.6,13,14,4.0,3.49,0,0,0.0,71.4,10,3,9.1,16,64.0,1,5,,,,,67.4,63.7,75.6,,61.4,,61.5,,,0,2,16,0.0,74.1,0.0,0,2,0,1,1,2,12.5,95,6.8,77.8,9,9,14.4,2.8,0,1,11.1,77.8,7,1,0.0,9,36.0,0,5,,,,,65.1,84.9,69.8,,84.1,,,,,0,0,9,0.0,117.1,0.0,0,0,0,0,0,0,0.0,109,12.1,0,100.0,4,4,-2.3,1.38,0,0,0.0,100.0,4,0,0.0,4,16.0,0,1,,,,,63.3,65.0,67.4,,64.8,,,,,0,0,4,,92.7,0.0,0,0,0,0,0,0,0.0,25,6.3,5.32
