player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Dorian Thompson-Robinson,83574,QB,UCLA,1,73.33,0,22,324,57.1,14,16,17.1,3.16,0,2,10.5,37.5,6,5,25.0,19,86.4,2,8,,,,69.3,64.3,76.7,,51.9,,,77.2,,,0,1,22,20.0,45.1,5.3,1,2,0,2,1,2,9.1,65,4.1,53.8,13,15,15.6,2.71,0,2,11.8,26.7,4,4,42.9,16,72.7,3,5,,,,69.0,63.4,76.5,,51.9,,,74.7,,,0,1,18,0.0,11.8,0.0,0,1,0,2,0,2,11.1,36,2.4,100.0,4,4,7.5,3.37,0,0,0.0,100.0,4,2,0.0,6,27.3,0,4,,,,64.6,65.8,69.1,,60.0,,,64.0,,,0,0,7,50.0,154.2,16.7,1,1,0,0,1,0,0.0,46,11.5,0,100.0,3,3,-2.0,1.2,0,0,0.0,66.7,2,1,33.3,3,13.6,1,1,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,0.0,81.3,0.0,0,0,0,0,0,0,0.0,17,5.7,9.1
Armani Rogers,40034,QB,OHIO,1,33.33,0,22,259,73.3,15,16,11.5,3.09,0,2,10.5,68.8,11,13,0.0,21,95.5,0,8,,,,73.6,75.6,22.0,,77.6,54.0,,66.5,,,0,0,24,15.4,106.8,9.5,2,2,0,1,0,0,0.0,182,11.4,71.4,14,15,7.4,2.89,0,0,0.0,66.7,10,11,0.0,19,86.4,0,5,,,,73.6,63.1,19.7,,60.2,,,64.9,,,0,0,21,18.2,85.1,10.5,2,1,0,1,0,0,0.0,99,6.6,100.0,2,2,32.5,3.93,0,2,66.7,100.0,2,2,0.0,3,13.6,0,3,,,,63.3,93.7,68.6,,95.1,54.0,,63.2,,,0,0,4,0.0,118.8,0.0,0,1,0,0,0,0,0.0,84,42.0,0,100.0,1,1,-3.0,1.9,0,0,0.0,100.0,1,0,0.0,1,4.5,0,0,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,35.4
Will Levis,83542,QB,KENTUCKY,1,1.52,0,21,202,83.3,12,13,11.8,2.43,0,1,7.1,76.9,10,4,0.0,17,81.0,0,6,,,,72.1,91.7,76.3,,91.1,,,74.4,,,0,0,18,25.0,147.4,5.9,1,3,0,1,3,0,0.0,130,10.0,81.8,11,11,6.1,1.97,0,1,8.3,81.8,9,3,0.0,14,66.7,0,3,,,,72.1,90.5,76.2,,83.5,,,77.1,,,0,0,15,33.3,116.7,7.1,1,2,0,0,1,0,0.0,52,4.7,100.0,5,6,11.8,2.46,0,0,0.0,83.3,5,1,0.0,7,33.3,0,4,,,,64.6,83.3,69.1,,88.2,,,57.3,,,0,0,7,0.0,158.3,0.0,0,1,0,1,2,0,0.0,93,15.5,0,100.0,4,4,-3.8,0.88,0,0,0.0,100.0,4,0,0.0,4,19.0,0,1,,,,63.3,65.0,67.4,,64.7,,,,,,0,0,4,,82.3,0.0,0,0,0,0,0,0,0.0,15,3.8,10.77
Spencer Rattler,97408,QB,OKLAHOMA,1,-50.0,0,20,261,62.5,8,10,15.5,3.47,0,1,9.1,50.0,5,7,0.0,15,75.0,0,5,,,,21.8,63.7,73.5,,61.9,,,62.1,,,0,1,16,42.9,50.4,20.0,3,2,0,2,0,1,6.3,111,11.1,70.0,10,10,9.7,3.08,0,1,9.1,70.0,7,3,0.0,11,55.0,0,4,,,,65.8,83.8,73.0,,83.4,,,,,,0,1,12,33.3,68.3,9.1,1,0,0,0,0,0,0.0,114,11.4,33.3,3,5,3.0,3.22,0,0,0.0,20.0,1,5,0.0,9,45.0,0,1,,,,16.7,31.6,69.8,,28.2,,,62.1,,,0,0,9,40.0,39.6,22.2,2,2,0,2,0,1,11.1,-3,-0.6,0,60.0,5,5,-3.6,2.18,0,0,0.0,60.0,3,1,0.0,5,25.0,0,0,,,,63.8,58.9,68.1,,58.8,,,,,,0,0,5,0.0,64.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-12.0
Graham Mertz,97994,QB,WISCONSIN,1,28.33,0,20,349,61.1,18,19,11.4,3.0,0,1,5.3,52.6,10,4,9.1,20,100.0,1,6,,,,67.8,71.2,77.5,,64.9,,,71.5,,,0,1,20,0.0,45.9,0.0,0,1,0,1,0,1,5.0,100,5.3,57.1,14,15,10.0,2.9,0,0,0.0,46.7,7,4,12.5,16,80.0,1,4,,,,67.4,63.8,77.3,,55.1,,,71.5,,,0,1,16,0.0,25.7,0.0,0,1,0,1,0,1,6.3,45,3.0,75.0,4,4,16.3,3.4,0,1,25.0,75.0,3,0,0.0,4,20.0,0,2,,,,63.3,83.8,67.4,,83.1,,,,,,0,0,4,,116.7,0.0,0,0,0,0,0,0,0.0,55,13.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,10.75
Zach Gibson,100201,QB,AKRON,1,7.69,0,18,102,100.0,14,15,6.2,3.02,0,1,6.3,93.3,14,7,0.0,18,100.0,0,10,,,,67.0,92.5,74.9,,91.8,,,70.0,,,0,0,19,14.3,155.4,5.6,1,2,0,1,3,0,0.0,177,11.8,100.0,12,13,5.8,2.81,0,0,0.0,92.3,12,4,0.0,14,77.8,0,8,,,,66.4,91.1,74.5,,90.7,,,63.7,,,0,0,15,0.0,155.3,0.0,0,1,0,1,3,0,0.0,153,11.8,100.0,2,2,9.0,3.78,0,1,50.0,100.0,2,3,0.0,4,22.2,0,2,,,,63.3,87.5,67.4,,81.3,,,64.3,,,0,0,4,33.3,116.7,25.0,1,1,0,0,0,0,0.0,24,12.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.23
Dequan Finn,97804,QB,TOLEDO,1,-11.54,0,18,316,53.8,13,14,13.2,2.64,0,0,0.0,50.0,7,9,0.0,15,83.3,0,5,,,,70.2,58.5,74.5,,57.5,,,59.9,,,0,0,19,0.0,100.0,0.0,0,1,0,1,1,0,0.0,109,7.8,61.5,13,13,8.8,2.21,0,0,0.0,61.5,8,8,0.0,13,72.2,0,5,,,,70.2,59.5,74.4,,56.8,,,62.7,,,0,0,18,0.0,136.5,0.0,0,0,0,0,2,0,0.0,136,10.5,66.7,3,4,16.3,3.42,0,0,0.0,50.0,2,3,0.0,5,27.8,0,1,,,,63.8,59.1,68.1,,64.0,,,57.3,,,0,0,5,0.0,92.7,0.0,0,1,0,1,0,0,0.0,47,11.8,0,100.0,3,3,-2.7,2.07,0,0,0.0,100.0,3,2,0.0,3,16.7,0,1,,,,63.3,62.8,67.4,,62.6,,,,,,0,0,4,0.0,158.3,0.0,0,0,0,0,1,0,0.0,74,24.7,1.29
Nick Tronti,60409,QB,FAU,1,-50.0,0,17,165,71.4,7,9,9.3,3.0,0,0,0.0,44.4,4,7,20.0,15,88.2,1,2,,,,22.2,35.9,72.5,,38.2,,,52.9,,,0,0,16,57.1,63.2,26.7,4,2,0,2,0,1,6.3,52,5.8,75.0,8,10,7.5,2.89,0,0,0.0,50.0,5,7,16.7,16,94.1,1,2,,,,22.7,37.2,72.7,,39.7,,,52.9,,,0,0,17,57.1,63.8,25.0,4,2,0,2,0,1,5.9,48,4.8,100.0,1,1,-1.0,2.5,0,0,0.0,0.0,0,0,100.0,1,5.9,1,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,2,2,-3.0,1.9,0,0,0.0,50.0,1,0,50.0,2,11.8,1,0,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,-4,-2.0,-4.8
Gavin Hardison,100827,QB,UTEP,1,62.5,0,17,330,50.0,16,17,14.8,2.87,0,2,11.1,41.2,7,4,12.5,17,100.0,1,5,,,,68.3,65.6,75.9,,64.2,,,60.1,,,0,1,18,0.0,43.0,0.0,0,0,0,1,0,1,5.6,127,7.5,46.7,15,16,15.2,2.85,0,2,11.8,37.5,6,4,14.3,16,94.1,1,5,,,,68.2,65.7,75.8,,64.2,,,60.1,,,0,1,17,0.0,38.3,0.0,0,0,0,1,0,1,5.9,119,7.4,100.0,1,1,8.0,3.2,0,0,0.0,100.0,1,0,0.0,1,5.9,0,0,,,,60.3,60.4,63.6,,60.4,,,,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.56
James Blackman,60382,QB,ARK STATE,1,-65.71,0,16,113,66.7,9,9,18.0,2.68,0,2,22.2,44.4,4,4,33.3,13,81.3,2,3,,,,20.0,81.6,72.0,,81.0,,,,,,0,0,13,75.0,70.1,23.1,3,0,0,0,0,0,0.0,67,7.4,100.0,7,7,6.3,2.83,0,1,14.3,85.7,6,5,14.3,10,62.5,1,2,,,,65.4,82.6,71.4,,82.2,,,,,,0,0,10,60.0,95.2,30.0,3,0,0,0,0,0,0.0,48,6.9,40.0,5,5,21.4,2.07,0,1,20.0,20.0,1,0,50.0,6,37.5,1,1,,,,13.4,68.6,68.6,,68.2,,,,,,0,0,6,,45.4,0.0,0,0,0,0,0,0,0.0,22,4.4,0,100.0,3,3,-3.7,1.97,0,0,0.0,100.0,3,1,0.0,3,18.8,0,0,,,,62.7,64.0,66.6,,63.8,,,,,,0,0,3,0.0,79.2,0.0,0,0,0,0,0,0,0.0,3,1.0,-2.46
Jordan Travis,77615,QB,FLORIDA ST,1,28.57,0,16,167,85.7,7,8,19.6,3.53,1,1,12.5,75.0,6,5,0.0,10,62.5,0,7,,,,74.2,93.5,75.7,,91.3,,,82.8,,,0,0,10,0.0,156.3,0.0,0,2,0,0,3,0,0.0,114,14.3,83.3,6,7,9.8,3.58,1,0,0.0,71.4,5,4,0.0,10,62.5,0,5,,,,74.2,91.8,75.7,,76.8,,,84.1,,,0,0,10,0.0,128.0,0.0,0,3,0,0,2,0,0.0,45,6.4,100.0,6,6,9.5,2.83,0,1,16.7,100.0,6,3,0.0,6,37.5,0,3,,,,64.2,91.0,68.6,,90.7,,,,,,0,0,6,0.0,158.3,0.0,0,0,0,0,1,0,0.0,100,16.7,0,100.0,5,5,-4.2,2.92,0,0,0.0,100.0,5,2,0.0,6,37.5,0,1,,,,64.2,72.7,68.6,,65.5,,,64.3,,,0,0,6,0.0,92.5,0.0,0,1,0,0,0,0,0.0,31,6.2,10.24
Kato Nelson,40264,QB,AKRON,1,-66.67,0,16,102,62.5,8,8,15.1,3.34,0,1,11.1,50.0,4,7,20.0,12,75.0,1,3,,,,21.1,75.3,72.7,,86.5,,,48.4,,,0,1,13,28.6,50.5,16.7,2,2,0,0,0,0,0.0,89,11.1,77.8,9,9,10.6,3.01,0,1,11.1,66.7,6,6,14.3,13,81.3,1,3,,,,21.1,66.5,72.7,,80.6,,,41.8,,,0,0,13,50.0,99.8,23.1,3,1,0,0,0,0,0.0,91,10.1,0.0,1,1,21.0,1.9,0,0,0.0,0.0,0,2,,3,18.8,0,0,,,,62.7,62.2,67.4,,53.4,,,64.3,,,0,1,4,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0.0,0,100.0,2,2,-2.5,1.18,0,0,0.0,100.0,2,1,0.0,4,25.0,0,0,,,,62.7,37.5,67.4,,37.7,,,,,,0,0,4,100.0,79.2,25.0,1,0,0,0,0,0,0.0,2,1.0,-10.11
Tyler Buchner,147472,QB,NOTRE DAME,1,8.33,0,15,258,58.3,12,12,12.7,2.45,0,1,7.7,41.7,5,1,28.6,13,86.7,2,5,,,,72.9,68.8,75.0,,56.5,,,71.7,,,0,2,14,0.0,63.5,0.0,0,1,0,0,1,3,21.4,111,9.3,58.3,12,12,9.9,2.14,0,1,7.7,41.7,5,1,28.6,13,86.7,2,4,,,,72.9,67.8,75.0,,54.4,,,71.7,,,0,2,14,0.0,60.1,0.0,0,1,0,0,1,3,21.4,101,8.4,50.0,2,2,13.5,3.95,0,0,0.0,50.0,1,1,0.0,2,13.3,0,1,,,,61.8,60.0,65.5,,59.9,,,,,,0,0,2,0.0,68.8,0.0,0,0,0,0,0,0,0.0,12,6.0,0,50.0,2,2,-3.0,1.95,0,0,0.0,50.0,1,1,0.0,2,13.3,0,0,,,,61.8,54.4,65.5,,54.5,,,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0,-2.42
Jack Coan,60613,QB,NOTRE DAME,1,-90.0,0,15,258,88.9,9,11,7.9,2.53,0,0,0.0,72.7,8,5,0.0,14,93.3,0,7,,,,66.5,78.3,73.5,,80.9,,,57.3,,,0,0,16,40.0,132.8,14.3,2,1,0,2,1,0,0.0,105,9.5,90.0,10,10,6.5,2.4,0,0,0.0,90.0,9,4,0.0,13,86.7,0,7,,,,66.4,80.8,73.4,,83.7,,,57.3,,,0,0,15,50.0,145.0,15.4,2,1,0,0,1,0,0.0,108,10.8,,0,2,,2.9,0,0,0.0,0.0,0,1,,2,13.3,0,0,,,,61.8,55.2,65.5,,55.4,,,,,,0,0,2,0.0,39.6,0.0,0,0,0,2,0,0,0.0,0,0.0,0,100.0,1,1,-6.0,1.6,0,0,0.0,100.0,1,0,0.0,1,6.7,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,-10.8
Carter Bradley,77685,QB,TOLEDO,1,8.33,0,14,316,41.7,12,12,16.7,2.26,0,0,0.0,33.3,4,6,20.0,12,85.7,1,2,,,,65.8,35.5,0.0,,39.2,,,,,,0,0,12,0.0,46.5,0.0,0,0,0,0,0,1,8.3,48,4.0,50.0,12,12,12.2,1.98,0,0,0.0,41.7,5,5,16.7,12,85.7,1,1,,,,66.0,35.4,0.0,,39.1,,,,,,0,0,13,0.0,49.3,0.0,0,0,0,0,0,1,7.7,35,2.9,50.0,2,2,24.5,2.85,0,0,0.0,50.0,1,1,0.0,2,14.3,0,1,,,,61.8,62.5,65.5,,62.3,,,,,,0,0,2,0.0,75.0,0.0,0,0,0,0,0,0,0.0,15,7.5,0,100.0,2,2,-2.5,1.2,0,0,0.0,100.0,2,0,0.0,2,14.3,0,0,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,2,1.0,4.58
Nate Cox,60432,QB,NEVADA,1,-63.64,0,13,239,66.7,6,7,12.8,2.82,0,1,12.5,42.9,3,5,25.0,9,69.2,1,3,,,,65.4,78.9,71.4,,75.0,,,64.2,,,0,0,10,20.0,69.9,11.1,1,1,0,1,0,0,0.0,54,7.7,80.0,10,11,6.2,2.34,0,1,8.3,63.6,7,5,12.5,13,100.0,1,4,,,,66.2,78.4,72.2,,74.9,,,64.2,,,0,0,14,20.0,80.9,7.7,1,1,0,1,0,0,0.0,68,6.2,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,4,4,-3.8,1.25,0,0,0.0,100.0,4,0,0.0,4,30.8,0,1,,,,63.3,65.0,67.4,,64.8,,,,,,0,0,4,,81.3,0.0,0,0,0,0,0,0,0.0,14,3.5,-6.18
Max Duggan,99470,QB,TCU,1,-19.05,0,11,305,75.0,8,8,12.0,3.9,0,1,12.5,75.0,6,2,0.0,9,81.8,0,6,,,,70.4,79.8,75.8,,76.2,,,68.3,,,0,0,9,0.0,154.7,0.0,0,1,0,0,1,0,0.0,97,12.1,85.7,7,7,9.6,3.38,0,1,14.3,85.7,6,1,0.0,8,72.7,0,5,,,,70.4,87.2,75.7,,88.0,,,68.3,,,0,0,8,0.0,118.8,0.0,0,1,0,0,0,0,0.0,100,14.3,66.7,3,3,8.0,4.1,0,0,0.0,66.7,2,1,0.0,3,27.3,0,1,,,,62.7,48.2,66.6,,48.4,,,,,,0,0,3,0.0,109.7,0.0,0,0,0,0,1,0,0.0,4,1.3,0,100.0,2,2,-2.5,2.1,0,0,0.0,100.0,2,0,0.0,2,18.2,0,0,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,81.3,0.0,0,0,0,0,0,0,0.0,7,3.5,-12.96
Tai Lavatai,121854,QB,NAVY,1,16.67,0,11,237,60.0,5,6,18.4,2.87,1,0,0.0,50.0,3,6,0.0,10,90.9,0,2,,,,76.1,57.4,76.5,,59.8,,,56.9,,,0,0,10,50.0,128.5,30.0,3,1,0,0,1,0,0.0,65,10.8,50.0,4,4,11.3,2.59,0,0,0.0,50.0,2,5,0.0,7,63.6,0,0,,,,76.2,51.9,76.3,,44.2,,,57.9,,,0,0,7,60.0,56.3,42.9,3,0,0,0,0,0,0.0,6,1.5,100.0,2,3,23.0,3.15,1,0,0.0,66.7,2,2,0.0,4,36.4,0,2,,,,63.3,76.8,67.4,,82.8,,,57.8,,,0,0,4,0.0,149.3,0.0,0,1,0,0,1,0,0.0,58,19.3,0,100.0,1,1,-1.0,2.0,0,0,0.0,100.0,1,1,0.0,1,9.1,0,0,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,0.0,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,17.83
Garrett Greene,123420,QB,W VIRGINIA,1,-25.0,0,10,343,60.0,5,5,14.0,3.7,0,0,0.0,60.0,3,2,0.0,9,90.0,0,2,,,,69.8,62.4,73.1,,56.0,,,63.5,,,0,0,10,50.0,79.6,11.1,1,3,0,0,0,0,0.0,33,6.6,75.0,4,4,11.0,3.54,0,0,0.0,75.0,3,2,0.0,8,80.0,0,1,,,,69.8,60.8,73.0,,52.1,,,63.5,,,0,0,9,50.0,77.1,12.5,1,3,0,0,0,0,0.0,10,2.5,50.0,2,2,11.0,2.8,0,0,0.0,50.0,1,0,0.0,2,20.0,0,1,,,,61.8,66.0,65.5,,65.8,,,,,,0,0,2,,95.8,0.0,0,0,0,0,0,0,0.0,25,12.5,0,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,0,0.0,1,10.0,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,10.0
Haaziq Daniels,125263,QB,AIR FORCE,1,37.5,0,10,101,66.7,9,9,13.2,2.77,0,2,22.2,66.7,6,1,0.0,9,90.0,0,5,,,,73.5,80.3,77.2,,87.2,60.0,,62.5,,,0,0,9,0.0,142.4,0.0,0,0,0,0,1,0,0.0,103,11.4,62.5,8,8,12.8,2.59,0,2,25.0,62.5,5,1,0.0,8,80.0,0,5,,,,73.5,81.3,77.0,,88.8,,,62.5,,,0,0,8,0.0,101.0,0.0,0,0,0,0,0,0,0.0,90,11.3,100.0,2,2,5.5,2.95,0,0,0.0,100.0,2,0,0.0,2,20.0,0,1,,,,61.8,61.0,66.6,,61.7,60.0,,,,,0,0,2,,147.9,0.0,0,0,0,0,1,0,0.0,20,10.0,0,100.0,1,1,-6.0,1.7,0,0,0.0,100.0,1,0,0.0,1,10.0,0,1,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,-1.25
Cole Snyder,97617,QB,RUTGERS,1,-55.56,0,9,278,57.1,7,8,8.1,2.78,0,1,11.1,50.0,4,2,0.0,8,88.9,0,2,,,,65.1,62.8,69.8,,62.6,,,,,,0,0,9,0.0,68.2,0.0,0,0,0,1,0,0,0.0,47,5.9,62.5,8,9,7.4,2.71,0,1,10.0,55.6,5,2,0.0,9,100.0,0,2,,,,65.4,63.3,70.1,,63.1,,,,,,0,0,10,0.0,73.4,0.0,0,0,0,1,0,0,0.0,54,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,2.0,2.2,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,-6.0
Gunner Cruz,100575,QB,ARIZONA,1,50.0,0,9,109,75.0,4,5,6.0,3.31,0,0,0.0,60.0,3,2,0.0,7,77.8,0,0,,,,64.6,55.5,70.7,,59.0,,,57.3,,,0,0,7,50.0,81.3,14.3,1,1,0,1,0,0,0.0,35,7.0,60.0,5,6,2.8,3.0,0,0,0.0,50.0,3,2,0.0,8,88.9,0,1,,,,64.9,52.0,71.0,,54.7,,,57.3,,,0,0,8,50.0,61.1,12.5,1,1,0,1,0,0,0.0,25,4.2,100.0,1,1,5.0,3.2,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0,0,50.0,2,2,-2.5,2.0,0,0,0.0,50.0,1,0,0.0,2,22.2,0,1,,,,61.8,54.4,65.5,,54.5,,,,,,0,0,2,,70.8,0.0,0,0,0,0,0,0,0.0,13,6.5,18.83
Colby Suits,82143,QB,LA MONROE,1,-57.14,0,8,209,71.4,7,7,9.6,1.93,0,0,0.0,57.1,4,2,20.0,8,100.0,1,1,,,,64.9,51.1,69.5,,51.1,,,,,,0,1,8,50.0,23.8,12.5,1,0,0,0,0,1,12.5,23,3.3,71.4,7,7,9.6,1.93,0,0,0.0,57.1,4,2,20.0,8,100.0,1,1,,,,64.9,51.1,69.5,,51.1,,,,,,0,1,8,50.0,23.8,12.5,1,0,0,0,0,1,12.5,23,3.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.29
Brandon Peters,40416,QB,ILLINOIS,1,-50.0,0,8,187,66.7,3,6,4.0,2.7,0,0,0.0,33.3,2,4,0.0,7,87.5,0,0,,,,64.9,27.9,70.4,,27.7,,,,,,2,0,8,25.0,42.4,14.3,1,0,0,1,0,1,12.5,11,1.8,75.0,4,6,2.0,2.19,0,0,0.0,50.0,3,3,0.0,7,87.5,0,0,,,,64.6,27.3,70.1,,27.2,,,,,,2,0,7,33.3,56.3,14.3,1,0,0,0,0,1,14.3,12,2.0,,0,1,,5.1,0,0,0.0,0.0,0,1,,1,12.5,0,0,,,,61.8,57.5,65.5,,57.5,,,,,,0,0,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,100.0,1,1,-4.0,1.5,0,0,0.0,100.0,1,0,0.0,1,12.5,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,-2.0
Cam'Ron Ransom,147110,QB,GA SOUTHRN,1,-20.0,0,7,174,33.3,3,4,23.7,3.4,0,0,0.0,25.0,1,3,0.0,6,85.7,0,1,,,,64.2,66.7,68.6,,50.8,,,70.0,,,0,0,6,33.3,39.6,16.7,1,1,0,1,0,1,16.7,9,2.3,25.0,4,5,16.5,3.21,0,0,0.0,20.0,1,3,0.0,7,100.0,0,1,,,,64.6,62.2,69.1,,47.0,,,70.0,,,0,0,7,33.3,39.6,14.3,1,1,0,1,0,1,14.3,9,1.8,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,0.0,1,1,-5.0,2.1,0,0,0.0,0.0,0,0,,1,14.3,0,0,,,,60.3,56.9,63.6,,57.7,,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-1.8
