player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Haynes King,124329,QB,GA TECH,1,-3.03,0,33,176,79.2,24,28,11.5,2.68,0,2,6.7,60.7,17,12,10.5,29,87.9,2,10,,,,34.9,78.0,76.8,84.1,,,57.7,0,0,31,8.3,93.6,3.4,1,0,0,4,0,0,0.0,275,9.8,78.9,19,21,6.4,2.28,0,0,0.0,66.7,14,9,6.7,22,66.7,1,6,,,,30.7,68.5,76.4,72.8,,,57.7,0,0,24,11.1,88.6,4.5,1,0,0,2,0,0,0.0,156,7.4,88.9,9,11,15.8,2.88,0,2,18.2,63.6,7,3,12.5,11,33.3,1,5,,,,65.6,90.4,70.4,90.2,,,,0,0,11,0.0,107.2,0.0,0,0,0,2,0,0,0.0,156,14.2,0,100.0,4,4,-2.8,1.05,0,0,0.0,100.0,4,0,0.0,4,12.1,0,1,,,,63.3,65.0,67.4,64.7,,,,0,0,4,,105.2,0.0,0,0,0,0,0,0,0.0,37,9.3,6.75
Will Rogers,124184,QB,WASHINGTON,1,-13.46,0,33,340,73.9,23,26,8.9,2.9,1,1,3.8,65.4,17,11,0.0,30,90.9,0,12,,,,20.0,61.3,18.3,78.4,,,35.0,0,0,30,9.1,116.2,3.3,1,3,0,2,2,1,3.3,212,8.2,75.0,16,16,5.8,2.47,0,0,0.0,75.0,12,4,0.0,18,54.5,0,6,,,,15.5,49.5,75.5,68.8,,,28.9,0,0,18,25.0,91.1,5.6,1,1,0,0,0,0,0.0,102,6.4,80.0,10,13,10.7,3.12,1,1,7.7,61.5,8,7,0.0,15,45.5,0,6,,,,66.4,77.9,0.0,82.1,,,61.7,0,0,15,0.0,131.7,0.0,0,2,0,2,2,1,6.7,121,9.3,0,100.0,3,3,-2.0,1.47,0,0,0.0,100.0,3,0,0.0,3,9.1,0,0,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,81.9,0.0,0,0,0,0,0,0,0.0,11,3.7,2.93
DJ Uiagalelei,122162,QB,FLORIDA ST,1,-23.3,0,33,167,65.0,20,23,14.5,3.3,0,1,4.3,52.2,12,14,7.7,28,84.8,1,8,,,,71.5,64.6,76.6,65.0,,,58.9,0,1,28,21.4,72.6,10.7,3,2,0,3,1,1,3.6,169,7.3,73.3,15,16,8.5,3.22,0,1,5.9,68.8,11,7,0.0,19,57.6,0,6,,,,71.2,67.2,76.1,68.5,,,58.9,0,1,20,14.3,88.3,5.3,1,2,0,1,1,1,5.0,131,8.2,66.7,9,11,16.1,3.34,0,0,0.0,45.5,5,9,16.7,14,42.4,1,3,,,,66.2,57.7,71.2,60.1,,,57.3,0,0,14,22.2,57.4,14.3,2,1,0,2,0,0,0.0,46,4.2,0,100.0,4,4,-4.5,3.14,0,0,0.0,100.0,4,2,0.0,5,15.2,0,1,,,,64.2,60.2,68.6,65.4,,,57.3,0,0,6,0.0,79.2,0.0,0,1,0,0,0,0,0.0,8,2.0,-4.01
Taisun Phommachanh,99577,QB,UMASS,1,3.25,0,32,216,77.8,27,27,10.6,2.51,0,1,3.0,70.4,19,8,9.5,29,90.6,2,13,,,,72.0,70.8,77.5,68.4,,,65.0,0,1,35,12.5,125.1,3.4,1,1,0,0,3,2,5.7,277,10.3,81.0,21,22,9.0,2.32,0,1,3.6,68.2,15,8,11.8,25,78.1,2,8,,,,71.9,64.9,77.3,61.0,,,65.0,0,1,31,12.5,115.9,4.0,1,1,0,1,3,2,6.5,192,8.7,71.4,7,7,13.9,2.8,0,0,0.0,71.4,5,1,0.0,7,21.9,0,5,,,,64.9,78.1,69.5,77.6,,,,0,0,8,0.0,113.7,0.0,0,0,0,0,0,0,0.0,95,13.6,0,100.0,1,2,0.0,1.67,0,0,0.0,50.0,1,1,0.0,3,9.4,0,0,,,,63.3,58.0,67.4,57.9,,,,0,0,4,0.0,64.6,0.0,0,0,0,1,0,0,0.0,10,5.0,4.84
Jack Lausch,162845,QB,NWESTERN,1,23.91,0,32,256,40.0,20,23,10.2,3.76,0,0,0.0,17.4,4,19,50.0,28,87.5,4,4,,,,35.4,42.4,75.9,45.0,,,50.6,1,2,32,10.5,3.4,7.1,2,3,0,2,0,1,3.1,43,1.9,50.0,20,23,9.1,3.37,0,0,0.0,26.1,6,16,40.0,27,84.4,4,2,,,,34.8,42.2,75.9,47.5,,,47.0,1,2,31,12.5,3.4,7.4,2,2,0,2,0,1,3.2,37,1.6,50.0,4,4,2.8,4.16,0,0,0.0,50.0,2,3,0.0,5,15.6,0,2,,,,63.8,61.9,68.1,54.0,,,64.3,0,0,5,0.0,60.4,0.0,0,1,0,0,0,0,0.0,16,4.0,0,100.0,4,4,-2.5,1.65,0,0,0.0,100.0,4,0,0.0,4,12.5,0,0,,,,63.3,65.0,67.4,64.8,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,10,2.5,2.39
Cade McConnell,73935,QB,UTEP,1,38.46,0,31,330,69.6,23,23,7.1,2.44,0,1,4.0,56.5,13,7,18.8,25,80.6,3,7,,,,18.3,38.4,74.3,46.5,,,38.6,0,0,27,14.3,70.6,4.0,1,1,0,0,0,3,11.1,118,5.1,73.1,26,26,5.5,2.36,0,1,3.6,61.5,16,5,15.8,27,87.1,3,8,,,,28.6,45.0,74.5,53.2,,,38.6,0,0,29,0.0,90.2,0.0,0,1,0,0,1,2,6.9,150,5.8,100.0,3,3,3.0,1.88,0,0,0.0,100.0,3,2,0.0,4,12.9,0,2,,,,11.1,44.1,67.4,44.3,,,,0,0,4,50.0,158.3,25.0,1,0,0,0,1,1,25.0,70,23.3,0,100.0,6,6,-2.0,1.68,0,0,0.0,100.0,6,0,0.0,6,19.4,0,3,,,,64.2,66.2,68.6,65.9,,,,0,0,6,,158.3,0.0,0,0,0,0,2,0,0.0,102,17.0,17.56
Athan Kaliakmanis,144971,QB,RUTGERS,1,48.05,0,31,278,65.2,23,24,11.7,2.72,0,1,4.0,62.5,15,12,0.0,30,96.8,0,12,,,,71.2,72.7,77.4,76.6,,,56.9,1,0,31,25.0,89.9,10.0,3,3,0,0,0,1,3.2,206,8.6,42.9,14,14,14.9,2.62,0,1,6.7,42.9,6,5,0.0,17,54.8,0,5,,,,70.7,66.9,76.7,66.6,,,61.1,0,0,18,40.0,74.1,11.8,2,1,0,0,0,1,5.6,122,8.7,100.0,10,11,6.0,2.76,0,0,0.0,90.9,10,7,0.0,14,45.2,0,8,,,,66.2,76.7,71.2,83.7,,,53.1,1,0,14,14.3,118.8,7.1,1,2,0,0,0,0,0.0,147,13.4,0,100.0,1,1,-2.0,1.6,0,0,0.0,100.0,1,0,0.0,1,3.2,0,1,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,63,63.0,4.65
Evan Simon,129906,QB,TEMPLE,1,11.18,0,31,306,68.8,16,19,9.9,2.92,0,2,10.0,52.6,10,12,9.1,23,74.2,1,11,,,,71.8,83.6,76.3,79.7,,,70.9,0,0,24,8.3,131.1,4.3,1,3,0,3,4,0,0.0,208,10.9,78.6,14,17,7.6,2.53,0,1,5.9,58.8,10,6,9.1,18,58.1,1,9,,,,71.7,86.7,75.9,83.2,,,71.3,0,0,18,0.0,133.7,0.0,0,1,0,3,2,0,0.0,177,10.4,77.8,9,10,3.7,2.72,0,1,9.1,70.0,7,7,0.0,13,41.9,0,5,,,,66.2,64.9,71.2,63.7,,,61.7,0,0,14,14.3,139.2,7.7,1,2,0,1,3,0,0.0,94,9.4,0,100.0,7,8,-2.7,1.71,0,0,0.0,87.5,7,1,0.0,8,25.8,0,3,,,,64.9,64.8,69.5,64.5,,,,0,0,8,0.0,139.1,0.0,0,0,0,1,1,0,0.0,63,7.9,-1.01
Kyron Drones,144506,QB,VA TECH,1,12.14,0,30,337,69.6,23,27,12.6,2.81,0,1,3.4,48.1,13,11,18.8,30,100.0,3,6,,,,34.1,68.6,76.0,70.8,,,57.9,1,1,32,9.1,47.9,3.3,1,2,0,3,0,1,3.1,137,5.1,70.6,17,20,10.2,2.6,0,1,4.8,45.0,9,8,25.0,22,73.3,3,4,,,,29.1,66.0,75.4,66.5,,,59.9,1,1,23,12.5,37.7,4.5,1,1,0,2,0,1,4.3,91,4.6,66.7,6,7,19.3,3.39,0,0,0.0,57.1,4,3,0.0,8,26.7,0,2,,,,65.1,69.8,69.8,73.4,,,57.3,0,0,9,0.0,77.1,0.0,0,1,0,1,0,0,0.0,46,6.6,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,2.02
Arch Manning,173162,QB,TEXAS,1,-17.16,0,30,311,58.3,24,25,17.9,2.72,0,1,3.6,48.0,12,6,14.3,26,86.7,2,10,,,,28.0,56.7,76.4,56.9,,,57.3,1,2,30,16.7,74.1,3.8,1,0,0,0,2,2,6.7,232,9.3,70.6,17,17,11.7,2.24,0,0,0.0,58.8,10,1,16.7,17,56.7,2,7,,,,67.1,62.9,75.7,63.4,,,57.3,0,1,20,0.0,83.7,0.0,0,0,0,0,1,0,0.0,153,9.0,54.5,11,12,19.3,3.09,0,1,7.7,41.7,5,5,16.7,13,43.3,1,4,,,,21.0,52.1,71.2,52.1,,,,1,1,14,20.0,66.3,7.7,1,0,0,0,1,2,14.3,105,8.8,0,100.0,4,4,-4.8,1.9,0,0,0.0,75.0,3,0,25.0,4,13.3,1,1,,,,63.3,65.0,67.4,64.7,,,,0,0,4,,91.7,0.0,0,0,0,0,0,0,0.0,26,6.5,-0.25
Avery Johnson,173108,QB,KANSAS ST,1,7.14,0,30,199,65.0,20,22,12.4,3.28,0,0,0.0,50.0,11,10,15.4,24,80.0,2,5,,,,72.6,61.9,21.9,53.0,,,71.4,1,1,24,10.0,44.3,4.2,1,1,0,1,0,1,4.2,103,4.7,69.2,13,14,6.0,2.86,0,0,0.0,50.0,7,8,22.2,15,50.0,2,2,,,,72.5,53.2,17.3,33.3,,,73.9,1,2,15,12.5,18.2,6.7,1,0,0,0,0,2,13.3,47,3.4,69.2,13,14,12.8,3.06,0,0,0.0,57.1,8,3,11.1,15,50.0,1,3,,,,66.4,62.4,71.4,64.4,,,57.3,0,0,15,0.0,74.4,0.0,0,1,0,1,0,0,0.0,83,5.9,0,83.3,6,6,-0.5,1.7,0,0,0.0,66.7,4,1,20.0,6,20.0,1,0,,,,64.2,37.4,68.6,37.6,,,,0,1,6,0.0,36.8,0.0,0,0,0,0,0,1,16.7,27,4.5,2.57
Jalon Daniels,122555,QB,KANSAS,1,-14.71,0,29,198,60.9,23,24,13.4,3.34,0,3,12.5,58.3,14,13,0.0,28,96.6,0,11,,,,41.2,61.7,77.1,59.3,,,62.4,0,1,28,15.4,78.3,7.1,2,2,0,1,1,1,3.6,179,7.5,64.7,17,17,13.5,2.88,0,2,11.8,64.7,11,6,0.0,19,65.5,0,7,,,,34.2,76.2,76.6,76.0,,,62.2,0,0,19,33.3,106.7,10.5,2,0,0,0,1,0,0.0,127,7.5,57.1,7,8,10.6,4.07,0,1,12.5,50.0,4,7,0.0,10,34.5,0,4,,,,65.4,33.9,70.1,30.0,,,60.8,0,1,10,0.0,33.9,0.0,0,2,0,1,0,1,10.0,57,7.1,0,100.0,1,1,-5.0,2.1,0,0,0.0,100.0,1,0,0.0,1,3.4,0,0,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-0.34
Ben Finley,122864,QB,AKRON,1,-38.16,0,29,102,43.8,16,17,10.6,2.44,1,1,5.9,41.2,7,6,0.0,18,62.1,0,3,,,,69.6,37.4,73.9,36.6,,,56.1,0,1,18,16.7,49.6,5.6,1,0,0,0,1,2,11.1,74,4.4,66.7,18,19,3.0,2.03,1,1,5.3,63.2,12,5,0.0,19,65.5,0,5,,,,69.7,60.6,74.0,62.6,,,56.1,0,0,19,0.0,94.6,0.0,0,0,0,0,1,0,0.0,102,5.4,37.5,8,8,11.9,2.57,0,0,0.0,25.0,2,1,33.3,10,34.5,1,0,,,,65.6,27.3,70.4,27.5,,,57.3,0,1,11,100.0,0.0,10.0,1,1,0,0,0,2,18.2,8,1.0,0,80.0,10,10,-2.0,1.84,0,0,0.0,70.0,7,0,12.5,11,37.9,1,2,,,,65.8,56.3,70.7,59.2,,,57.3,0,0,12,,75.4,0.0,0,1,0,0,0,0,0.0,36,3.6,-4.37
Goose Crowder,144781,QB,TROY,1,6.67,0,29,318,78.6,14,16,11.9,3.23,0,3,16.7,62.5,10,6,9.1,21,72.4,1,9,,,,67.7,90.2,75.3,91.6,,,59.7,0,0,25,16.7,145.8,4.8,1,4,0,2,3,0,0.0,229,14.3,77.8,9,9,12.6,3.3,0,3,27.3,66.7,6,4,14.3,14,48.3,1,7,,,,66.8,91.4,74.7,93.4,,,59.7,0,0,18,25.0,149.3,7.1,1,4,0,0,2,0,0.0,176,19.6,92.3,13,15,4.5,2.47,0,0,0.0,73.3,11,2,8.3,15,51.7,1,6,,,,66.4,67.3,71.4,66.9,,,,0,0,15,0.0,136.1,0.0,0,0,0,2,2,0,0.0,120,8.0,0,100.0,8,8,0.6,1.94,0,0,0.0,87.5,7,0,12.5,8,27.6,1,4,,,,64.9,67.3,69.5,67.0,,,,0,0,8,,141.1,0.0,0,0,0,0,1,0,0.0,67,8.4,-11.56
Robby Ashford,131702,QB,S CAROLINA,1,-30.56,0,29,289,80.0,15,16,15.1,3.44,1,2,11.1,68.8,11,8,8.3,23,79.3,1,9,,,,71.8,92.7,76.2,90.3,,,82.1,0,0,25,37.5,151.0,13.0,3,4,0,0,2,0,0.0,219,13.7,88.9,9,9,9.6,3.27,0,0,0.0,88.9,8,3,0.0,14,48.3,0,6,,,,71.6,91.8,75.6,80.0,,,85.1,0,0,16,66.7,154.6,14.3,2,3,0,0,1,0,0.0,110,12.2,72.7,11,12,12.9,2.94,1,2,16.7,58.3,7,6,12.5,15,51.7,1,4,,,,66.4,75.2,71.4,81.5,,,53.1,0,0,15,16.7,124.7,6.7,1,2,0,0,1,0,0.0,133,11.1,0,80.0,5,5,0.2,1.8,0,0,0.0,80.0,4,1,0.0,6,20.7,0,1,,,,64.2,48.8,68.6,52.2,,,57.3,0,0,6,0.0,86.7,0.0,0,1,0,0,0,0,0.0,24,4.8,-1.14
Eli Holstein,172381,QB,PITTSBURGH,1,-16.67,0,29,268,68.4,19,20,13.7,3.09,1,1,4.8,60.0,12,6,7.7,25,86.2,1,11,,,,39.9,75.4,75.1,58.9,,,83.6,0,0,26,16.7,142.9,4.0,1,4,0,0,3,0,0.0,246,12.3,90.9,11,12,8.4,2.31,1,1,8.3,75.0,9,2,10.0,14,48.3,1,6,,,,29.6,84.4,74.0,74.3,,,75.3,0,0,14,0.0,156.3,0.0,0,2,0,0,3,0,0.0,167,13.9,58.3,12,12,13.3,3.32,0,0,0.0,58.3,7,4,0.0,15,51.7,0,5,,,,66.5,60.5,71.6,48.6,,,77.6,0,0,16,25.0,78.5,6.7,1,2,0,0,0,0,0.0,80,6.7,0,100.0,4,4,-2.5,1.25,0,0,0.0,100.0,4,0,0.0,4,13.8,0,0,,,,63.3,65.0,67.4,64.7,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,1,0.3,-7.25
Nico Iamaleava,174728,QB,TENNESSEE,1,28.75,0,28,307,62.5,16,17,15.0,2.93,0,2,10.5,52.9,9,9,10.0,24,85.7,1,5,,,,29.1,63.2,77.0,62.3,,,59.8,0,0,26,33.3,110.2,12.5,3,3,0,1,1,2,7.7,181,10.6,75.0,4,5,8.8,2.86,0,0,0.0,40.0,2,4,33.3,9,32.1,1,1,,,,22.9,59.5,76.0,58.1,,,58.4,0,0,10,50.0,47.9,22.2,2,1,0,1,0,1,10.0,6,1.2,68.8,16,16,12.4,2.64,0,2,11.8,68.8,11,5,0.0,19,67.9,0,4,,,,67.1,66.4,72.4,65.6,,,61.6,0,0,20,20.0,129.2,5.3,1,2,0,0,1,1,5.0,188,11.8,0,100.0,4,4,-1.5,1.4,0,0,0.0,100.0,4,0,0.0,4,14.3,0,0,,,,63.3,65.0,67.4,64.7,,,,0,0,4,,80.2,0.0,0,0,0,0,0,0,0.0,13,3.3,10.55
CJ Bailey,183349,QB,NC STATE,1,21.53,0,28,248,70.0,20,22,7.8,2.67,1,0,0.0,59.1,13,10,7.1,25,89.3,1,9,,,,70.1,58.3,75.9,57.3,,,59.6,0,1,28,20.0,81.1,8.0,2,1,0,1,1,2,7.1,177,8.0,64.3,14,16,4.9,2.62,1,0,0.0,56.3,9,7,0.0,18,64.3,0,5,,,,69.7,53.2,75.3,50.8,,,59.6,0,0,20,14.3,94.5,5.6,1,1,0,1,1,1,5.0,95,5.9,88.9,9,9,9.0,2.42,0,0,0.0,77.8,7,3,12.5,10,35.7,1,5,,,,65.4,69.6,70.7,69.1,,,,0,1,11,33.3,77.5,10.0,1,0,0,0,0,1,9.1,109,12.1,0,100.0,3,3,-2.0,1.53,0,0,0.0,100.0,3,0,0.0,3,10.7,0,1,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,104.2,0.0,0,0,0,0,0,0,0.0,27,9.0,6.17
Blake Shapen,122282,QB,MISS STATE,1,-2.5,0,28,227,58.8,17,17,9.3,3.04,0,1,5.3,58.8,10,9,0.0,23,82.1,0,6,,,,29.2,62.3,76.6,64.7,,,56.9,0,0,26,11.1,103.3,4.3,1,5,0,0,1,2,7.7,133,7.8,68.8,16,16,6.8,2.36,0,1,5.9,62.5,10,2,9.1,18,64.3,1,6,,,,69.7,68.6,76.2,72.7,,,57.1,0,0,20,0.0,104.7,0.0,0,2,0,0,1,1,5.0,114,7.1,60.0,5,5,6.2,3.6,0,0,0.0,60.0,3,8,0.0,10,35.7,0,1,,,,18.8,49.1,70.4,50.4,,,56.2,0,0,11,12.5,73.8,10.0,1,4,0,0,0,1,9.1,26,5.2,0,100.0,4,4,-4.8,1.68,0,0,0.0,75.0,3,1,25.0,5,17.9,1,1,,,,63.8,59.5,68.1,64.8,,,57.3,0,0,5,0.0,77.1,0.0,0,1,0,0,0,0,0.0,7,1.8,-1.93
Diego Pavia,156927,QB,VANDERBILT,1,24.44,0,28,333,76.9,13,18,9.5,3.07,3,1,5.0,50.0,9,9,10.0,23,82.1,1,6,,,,38.7,69.5,76.2,73.0,,,60.6,1,0,25,11.1,111.1,4.3,1,4,0,1,2,0,0.0,131,7.3,76.9,13,18,3.8,2.9,3,0,0.0,55.6,10,7,0.0,22,78.6,0,6,,,,37.0,60.5,75.9,62.0,,,58.4,1,0,22,14.3,70.8,4.5,1,3,0,1,0,0,0.0,97,5.4,100.0,5,5,12.2,2.78,0,1,14.3,80.0,4,2,20.0,6,21.4,1,3,,,,64.9,88.5,70.1,85.2,,,64.1,0,0,8,0.0,158.3,0.0,0,1,0,0,2,0,0.0,81,16.2,0,100.0,5,5,-2.8,1.96,0,0,0.0,100.0,5,0,0.0,5,17.9,0,3,,,,63.8,65.7,68.1,65.5,,,,0,0,5,,105.8,0.0,0,0,0,0,0,0,0.0,47,9.4,10.81
Anthony Colandrea,170131,QB,VIRGINIA,1,5.56,0,28,335,66.7,15,17,10.1,3.17,0,1,4.8,52.9,9,9,10.0,24,85.7,1,7,,,,69.2,71.2,76.8,62.3,,,72.5,1,0,29,22.2,113.4,8.3,2,5,1,0,2,1,3.4,114,6.7,70.6,17,18,5.8,2.58,0,0,0.0,61.1,11,6,8.3,23,82.1,1,6,,,,69.0,62.5,76.7,59.4,,,62.7,0,0,26,33.3,93.1,8.7,2,3,1,0,1,1,3.8,93,5.2,100.0,2,3,20.0,4.34,0,1,20.0,66.7,2,3,0.0,5,17.9,0,2,,,,64.6,88.0,69.1,71.1,,,77.6,1,0,7,0.0,149.3,0.0,0,2,0,0,1,0,0.0,38,12.7,0,100.0,4,4,-3.3,1.25,0,0,0.0,100.0,4,0,0.0,4,14.3,0,1,,,,63.3,65.0,67.4,64.7,,,,0,0,4,,84.4,0.0,0,0,0,0,0,0,0.0,17,4.3,7.5
Gio Lopez,172309,QB,S ALABAMA,1,6.25,0,28,288,75.0,16,20,11.9,3.13,0,0,0.0,60.0,12,11,0.0,24,85.7,0,8,,,,28.9,59.0,76.2,45.2,,,75.4,0,0,25,9.1,110.4,4.2,1,3,0,4,2,2,8.0,120,6.0,71.4,7,8,10.7,3.3,0,0,0.0,62.5,5,6,0.0,10,35.7,0,2,,,,69.2,62.0,75.2,44.4,,,73.0,0,0,11,0.0,72.9,0.0,0,2,0,1,0,1,9.1,36,4.5,84.6,13,16,8.3,2.7,0,0,0.0,68.8,11,6,0.0,18,64.3,0,8,,,,23.3,58.3,72.0,54.4,,,64.1,0,0,18,16.7,129.7,5.6,1,1,0,3,2,1,5.6,118,7.4,0,100.0,4,4,-1.8,1.63,0,0,0.0,100.0,4,1,0.0,4,14.3,0,2,,,,63.3,65.0,67.4,64.7,,,,0,0,4,0.0,102.1,0.0,0,0,0,0,0,0,0.0,34,8.5,2.88
Michael Hawkins Jr.,184595,QB,OKLAHOMA,1,26.15,0,27,261,69.2,13,16,7.8,3.57,0,0,0.0,56.3,9,16,0.0,25,92.6,0,7,,,,69.7,49.6,74.5,56.4,,,49.8,0,0,29,12.5,101.6,8.0,2,7,0,3,1,1,3.4,122,7.6,70.0,10,13,9.3,3.55,0,0,0.0,53.8,7,12,0.0,21,77.8,0,4,,,,69.3,40.6,73.9,48.8,,,46.3,0,0,23,16.7,81.3,9.5,2,6,0,3,0,1,4.3,107,8.2,80.0,5,5,1.0,3.0,0,0,0.0,80.0,4,4,0.0,6,22.2,0,3,,,,64.9,79.3,69.5,74.2,,,64.1,0,0,8,0.0,127.1,0.0,0,1,0,0,1,0,0.0,25,5.0,0,100.0,2,2,-2.0,1.65,0,0,0.0,100.0,2,0,0.0,2,7.4,0,0,,,,61.8,62.9,65.5,62.7,,,,0,0,2,,87.5,0.0,0,0,0,0,0,0,0.0,10,5.0,-3.23
Riley Leonard,143862,QB,NOTRE DAME,1,-16.67,0,27,258,68.2,22,22,10.2,2.3,0,1,4.0,68.2,15,5,0.0,24,88.9,0,10,,,,36.8,72.4,76.2,60.7,,,76.8,0,0,28,20.0,102.8,4.2,1,1,0,0,1,0,0.0,152,6.9,71.4,21,21,8.5,2.24,0,1,4.2,66.7,14,4,6.7,23,85.2,1,9,,,,36.2,71.4,76.2,58.7,,,76.8,0,0,27,25.0,101.1,4.3,1,1,0,0,1,0,0.0,139,6.6,50.0,4,4,10.8,2.2,0,0,0.0,50.0,2,1,0.0,4,14.8,0,1,,,,63.3,63.7,67.4,63.5,,,,0,0,4,0.0,59.4,0.0,0,0,0,0,0,0,0.0,15,3.8,0,66.7,3,3,-1.3,1.77,0,0,0.0,33.3,1,0,50.0,3,11.1,1,0,,,,62.7,55.9,66.6,55.9,,,,0,0,3,,42.4,0.0,0,0,0,0,0,0,0.0,2,0.7,-2.87
Cade Klubnik,156253,QB,CLEMSON,1,9.52,0,27,140,73.7,19,21,11.7,2.44,0,3,13.6,57.1,12,6,14.3,23,85.2,2,8,,,,68.8,92.3,75.1,90.8,,,77.0,0,0,24,0.0,122.2,0.0,0,2,1,1,3,0,0.0,166,7.9,100.0,5,7,-1.2,2.04,0,0,0.0,57.1,4,0,20.0,9,33.3,1,0,,,,67.5,78.1,73.7,59.5,,,77.0,0,0,10,,62.2,0.0,0,2,1,1,0,0,0.0,18,2.6,72.2,18,18,11.9,2.45,0,3,16.7,66.7,12,6,7.7,18,66.7,1,10,,,,66.8,92.3,72.0,91.9,,,,0,0,18,0.0,141.4,0.0,0,0,0,0,3,0,0.0,191,10.6,0,100.0,4,4,-3.3,1.58,0,0,0.0,100.0,4,0,0.0,4,14.8,0,2,,,,63.3,65.1,67.4,64.8,,,,0,0,4,,111.5,0.0,0,0,0,0,0,0,0.0,43,10.8,8.04
